Rank,Name,Symbol,Price,Change_1h,Change_24h,Change_7d,Change_30d,Volume_24h,Circulating_Supply,Total_Supply,Market_Cap
200,Maple FinanceSYRUP,,$0.3664,1.1%,4.9%,13.3%,9.3%,"$30,723,709","1,117,604,386",1.22B,"$409,825,126"
201,ZoraZORA,,$0.09143,0.1%,2.3%,3.1%,49.0%,"$121,250,258","4,469,999,998",10B,"$408,701,799"
202,AINFTNFT,,$0.064103,0.3%,0.4%,1.8%,6.1%,"$3,311,383","990,105,667,256,392",990.11T,"$406,447,559"
203,USDBUSDB,,$0.9912,0.4%,0.6%,1.6%,1.4%,"$774,747","406,046,632",406.05M,"$402,610,705"
204,Ape and PepeAPEPE,,$0.051916,0.9%,16.5%,35.3%,110.1%,"$24,715,979","210,000,000,000,000",210T,"$401,670,477"
205,Frax EtherFRXETH,,"$3,834.21",0.4%,1.0%,4.1%,8.2%,"$1,708,614","103,325",103324.61,"$396,325,965"
206,VisionVSN,,$0.117,0.7%,2.5%,3.7%,23.5%,"$1,668,288","3,360,746,917",4.2B,"$393,938,451"
208,Satoshi StablecoinSATUSD,,$1.00,0.0%,0.1%,0.2%,0.4%,"$2,744,154","379,677,948",379.68M,"$379,939,253"
207,0G0G,,$1.78,0.3%,4.3%,14.2%,69.6%,"$30,132,102","213,199,722",1B,"$379,789,492"
209,OlympusOHM,,$22.91,0.6%,0.2%,1.1%,2.4%,"$537,573","16,376,217",20.97M,"$375,513,067"
210,Spiko EU T-Bills Money Market FundEUTBL,,$1.21,0.0%,0.1%,0.5%,1.7%,$0.00,"310,620,757",310.62M,"$374,476,390"
211,WalrusWAL,,$0.2516,0.1%,9.1%,1.4%,35.9%,"$2,114,963,540","1,478,958,333",5B,"$372,064,124"
212,Savings DaiSDAI,,$1.17,0.1%,0.0%,0.0%,0.1%,"$650,492","318,260,168",318.26M,"$371,335,682"
213,DeXeDEXE,,$6.47,0.5%,2.1%,12.0%,38.1%,"$11,432,352","57,103,775",96.5M,"$369,611,488"
214,Wrapped HYPEWHYPE,,$38.94,1.2%,8.7%,2.8%,19.1%,"$247,931,168","9,446,627",9.45M,"$367,701,804"
215,TelcoinTEL,,$0.003823,1.1%,1.2%,5.6%,9.6%,"$1,265,185","95,077,235,367",100B,"$363,516,903"
216,Kinetiq Earn VaultVKHYPE,,$39.26,1.3%,8.1%,2.0%,18.7%,"$934,131","9,180,787",9.18M,"$360,464,539"
217,ApeCoinAPE,,$0.3953,1.0%,1.0%,3.9%,26.4%,"$30,244,396","908,664,773",1B,"$359,307,203"
218,CompoundCOMP,,$36.80,0.9%,0.1%,3.1%,11.8%,"$27,523,319","9,722,223",10M,"$358,196,480"
219,NEONEO,,$5.07,0.6%,0.5%,4.4%,15.5%,"$21,147,559","70,530,000",100M,"$357,859,644"
220,Unit BitcoinUBTC,,"$109,291",0.3%,1.4%,1.9%,3.7%,"$77,853,532","3,273",21M,"$357,617,133"
221,OriginTrailTRAC,,$0.7141,0.7%,3.0%,6.1%,105.5%,"$4,846,539","499,546,956",500M,"$356,542,173"
222,Ethena Staked ENASENA,,$0.463,0.0%,0.7%,7.5%,24.7%,"$647,026","762,169,311",762.17M,"$352,814,719"
223,HeliumHNT,,$1.89,1.2%,2.8%,11.7%,19.8%,"$8,489,143","186,321,438",223M,"$351,830,719"
224,ETHPlusETH+,,"$4,082.80",0.3%,1.1%,4.2%,7.6%,"$1,185,093","85,992",85992.32,"$351,089,156"
225,Falcon FinanceFF,,$0.1485,0.6%,3.0%,6.1%,-,"$75,494,556","2,340,000,000",10B,"$347,126,954"
226,WormholeW,,$0.0713,1.1%,1.0%,10.6%,31.8%,"$33,471,415","4,824,662,382",10B,"$344,276,448"
227,Reservoir srUSDSRUSD,,$1.10,0.1%,0.1%,0.3%,0.4%,$142.45,"310,659,276",310.66M,"$342,024,685"
228,FluidFLUID,,$4.46,0.9%,0.4%,13.2%,14.8%,"$6,321,289","76,753,293",100M,"$342,892,881"
230,FartcoinFARTCOIN,,$0.3391,0.2%,3.8%,16.6%,45.8%,"$96,484,798","999,982,776",999.98M,"$339,011,438"
229,Merlin ChainMERL,,$0.3451,0.0%,2.2%,15.7%,22.5%,"$128,032,252","978,958,758",2.1B,"$337,846,282"
231,Reserve RightsRSR,,$0.005528,1.2%,3.2%,17.2%,8.6%,"$22,353,915","60,760,670,008",100B,"$336,107,353"
232,Treehouse ETHTETH,,"$4,721.29",0.4%,1.2%,3.9%,7.5%,"$8,941,260","70,979",70978.51,"$335,350,292"
233,Zebec NetworkZBCN,,$0.00351,1.5%,2.5%,17.1%,23.8%,"$16,867,707","94,826,753,511",100B,"$332,796,900"
234,Ribbita by VirtualsTIBBIR,,$0.331,2.2%,3.7%,77.8%,54.8%,"$6,658,812","1,000,000,000",1B,"$331,225,268"
235,Loaded LionsLION,,$0.01079,0.3%,0.5%,9.9%,35.8%,"$1,096,009","30,623,593,274",100B,"$330,935,382"
236,GnosisGNO,,$125.13,0.5%,1.3%,5.6%,9.8%,"$8,266,164","2,639,589",3M,"$330,350,579"
237,JUSTJST,,$0.03324,0.1%,0.2%,3.8%,0.8%,"$21,687,126","9,900,000,000",9.9B,"$329,046,077"
238,Drift Staked SOLDSOL,,$217.72,0.2%,1.8%,2.3%,13.4%,"$84,766.18","1,487,719",1.49M,"$323,907,358"
239,Wrapped AVAXWAVAX,,$19.44,0.6%,0.7%,11.5%,44.1%,"$160,914,864","16,603,701",16.6M,"$322,784,554"
240,ChilizCHZ,,$0.03194,0.5%,0.5%,6.9%,19.2%,"$22,204,985","10,057,856,822",10.06B,"$321,208,378"
241,Mantle Bridged WETH (Mantle)WETH,,"$3,873.29",0.5%,1.6%,4.1%,8.0%,"$4,840,127","82,211",82211.48,"$318,428,996"
242,Bybit Staked SOLBBSOL,,$209.20,0.2%,1.3%,3.8%,13.7%,"$1,313,746","1,508,890",1.51M,"$315,926,609"
243,OnyxcoinXCN,,$0.008777,0.5%,0.5%,6.4%,19.1%,"$14,956,009","35,754,303,642",48.4B,"$314,390,514"
244,Solv Protocol Staked BTCXSOLVBTC,,"$108,342",0.8%,0.6%,2.3%,3.5%,"$73,418.28","2,880",2879.86,"$314,374,686"
245,Binance-Peg BUSDBUSD,,$0.9951,0.1%,0.0%,0.0%,2.0%,"$6,854,644","312,477,998",312.48M,"$310,781,752"
246,ARKARK,,$39.73,0.2%,0.6%,3.6%,5.0%,"$8,616,102","7,608,500",7.61M,"$303,737,054"
247,WEMIXWEMIX,,$0.6469,0.5%,0.5%,0.1%,13.0%,"$2,862,359","457,065,133",547.26M,"$295,521,002"
248,THORChainRUNE,,$0.8371,0.5%,0.2%,6.0%,29.5%,"$128,450,865","351,232,645",425.28M,"$294,094,186"
250,TribeTRIBE,,$0.6427,0.1%,1.7%,2.7%,2.4%,"$76,430.46","455,015,531",1B,"$292,328,042"
249,ToshiTOSHI,,$0.0006943,0.4%,1.3%,7.4%,6.8%,"$149,044,493","420,690,000,000",420.69B,"$292,104,625"
251,Legacy Frax DollarFRAX,,$0.9958,0.0%,0.0%,0.1%,0.2%,"$6,580,976","292,056,764",292.06M,"$290,765,270"
252,Staked Frax EtherSFRXETH,,"$4,361.83",0.4%,1.1%,4.5%,8.0%,"$709,215","66,589",66589.35,"$290,499,229"
254,AtomOneATONE,,$2.35,1.1%,64.9%,27.1%,1127.6%,"$1,917,417","121,618,066",133.43M,"$285,537,822"
253,Useless CoinUSELESS,,$0.2851,3.0%,8.5%,22.4%,77.1%,"$80,478,488","999,940,362",999.94M,"$285,486,529"
255,Resolv USRUSR,,$0.9994,0.1%,0.0%,0.0%,0.0%,"$1,210,261","284,434,443",284.43M,"$284,284,866"
256,eCashXEC,,$0.00001423,0.6%,0.2%,6.2%,20.9%,"$6,476,721","19,937,267,172,580",19.94T,"$284,222,379"
257,Staked Stream USDXUSD,,$1.26,0.1%,0.2%,0.3%,4.0%,"$170,719","224,606,053",224.61M,"$283,214,354"
258,Cheems TokenCHEEMS,,$0.051388,0.9%,0.6%,7.0%,19.5%,"$1,612,829","203,672,952,113,699",203.67T,"$283,006,699"
259,Cap USDCUSD,,$0.9995,0.0%,0.0%,0.3%,0.1%,"$23,186.70","282,691,781",282.69M,"$282,715,285"
260,EURCEURC,,$1.16,0.0%,0.1%,0.5%,1.7%,"$26,122,113","241,434,260",241.43M,"$279,711,431"
262,Midas mHYPERMHYPER,,$1.05,0.0%,0.1%,0.1%,1.7%,$0.00,"266,534,448",266.53M,"$278,789,849"
261,HumanityH,,$0.1524,1.2%,1.2%,18.2%,181.4%,"$61,435,763","1,825,000,000",10B,"$278,527,728"
263,DecredDCR,,$16.13,0.7%,0.3%,12.1%,1.1%,"$2,501,562","17,081,579",17.08M,"$275,704,717"
264,crvUSDCRVUSD,,$0.9989,0.1%,0.1%,0.1%,0.1%,"$46,862,179","274,993,559",274.99M,"$274,676,587"
265,MultiversXEGLD,,$9.55,0.6%,1.0%,6.7%,27.3%,"$14,583,396","28,724,341",28.72M,"$274,290,930"
266,Polygon Bridged WBTC (Polygon POS)WBTC,,"$109,267",0.1%,1.6%,1.9%,3.3%,"$6,503,602","2,508",2507.93,"$274,207,802"
267,FourFORM,,$0.7168,0.7%,3.7%,27.4%,38.1%,"$37,978,055","381,867,255",572.3M,"$273,922,315"
268,Noble USDCUSDC.N,,$0.9975,0.0%,0.2%,0.2%,1.0%,"$1,215,179","271,977,500",271.98M,"$271,686,371"
269,币安人生 (BinanceLife)币安人生,,$0.2688,4.4%,8.9%,29.9%,-,"$34,781,862","1,000,000,000",1B,"$268,446,145"
270,KeetaKTA,,$0.6181,5.1%,25.1%,75.5%,39.3%,"$28,464,982","431,104,424",1B,"$262,820,731"
271,BerachainBERA,,$2.03,0.6%,1.8%,8.7%,20.6%,"$39,487,277","129,258,201",511.78M,"$262,004,244"
272,Stables Labs Staked USDXSUSDX,,$1.10,0.0%,1.0%,0.5%,0.6%,"$5,302.95","238,534,321",238.53M,"$261,652,366"
273,Basic AttentionBAT,,$0.1731,0.8%,3.6%,8.9%,19.0%,"$22,194,152","1,495,696,057",1.5B,"$259,079,828"
274,RoninRON,,$0.3712,0.5%,0.5%,8.0%,24.4%,"$3,926,022","693,121,120",1B,"$257,404,097"
275,BeamBEAM,,$0.004984,0.9%,1.9%,18.4%,32.7%,"$15,304,237","51,300,184,687",58.47B,"$255,842,151"
276,Axie InfinityAXS,,$1.53,0.8%,1.1%,8.8%,31.2%,"$24,334,237","166,705,913",270M,"$255,490,152"
277,Undeads GamesUDS,,$2.49,0.3%,1.5%,7.1%,54.3%,"$1,221,128","102,143,858",250M,"$254,178,608"
278,ArweaveAR,,$3.82,1.0%,2.4%,12.5%,36.3%,"$34,303,098","65,454,186",65.45M,"$249,843,837"
279,dYdXDYDX,,$0.3147,0.6%,4.6%,12.2%,48.1%,"$10,450,309","790,379,769",958.34M,"$248,731,544"
280,cWBTCCWBTC,,"$2,193.12",0.2%,1.7%,1.7%,3.3%,$0.00,"113,191",113190.56,"$248,241,007"
281,BrettBRETT,,$0.02488,1.4%,2.2%,19.2%,42.0%,"$58,130,123","9,909,684,167",9.91B,"$246,695,869"
282,KAITOKAITO,,$1.02,0.5%,0.5%,6.9%,0.8%,"$17,322,334","241,388,889",1B,"$246,137,420"
283,Terra Luna ClassicLUNC,,$0.00004393,1.1%,3.1%,1.1%,21.4%,"$13,917,383","5,498,960,051,864",6.49T,"$241,784,078"
284,LineaLINEA,,$0.01555,1.5%,1.7%,20.5%,45.5%,"$89,843,831","15,482,147,850",72.01B,"$241,078,520"
285,1INCH1INCH,,$0.1721,0.8%,1.2%,8.6%,26.5%,"$13,896,041","1,398,862,102",1.5B,"$241,020,570"
286,CognifySN115,,"$1,765.58",0.0%,0.0%,0.0%,0.0%,$0.00,"136,464",136463.54,"$240,937,214"
287,ZKsyncZK,,$0.03315,0.7%,2.1%,14.7%,34.1%,"$17,604,685","7,231,769,682",21B,"$239,737,953"
289,Blockchain CapitalBCAP,,$26.27,0.0%,0.0%,6.7%,4.7%,$0.00,"9,111,865",9.11M,"$239,359,245"
290,Resolv wstUSRWSTUSR,,$1.11,0.0%,0.0%,0.1%,0.4%,"$1,812,814","214,501,070",214.5M,"$239,098,249"
291,SuperVerseSUPER,,$0.38,0.6%,0.6%,16.3%,30.1%,"$10,621,954","628,414,545",1B,"$238,985,928"
288,CoreCORE,,$0.2354,0.8%,1.8%,7.9%,42.6%,"$11,991,748","1,015,026,864",2.1B,"$238,912,718"
292,Aster USDFUSDF,,$0.9983,0.0%,0.0%,0.1%,0.1%,"$1,892,851","238,078,678",238.08M,"$237,481,244"
293,Fidelity Digital Interest TokenFDIT,,$0.999,0.0%,0.0%,0.0%,0.0%,$0.00,"229,953,588",229.95M,"$229,727,013"
294,AIOZ NetworkAIOZ,,$0.1903,0.4%,2.0%,13.6%,34.4%,"$9,324,254","1,206,725,269",1.21B,"$229,622,537"
295,OpenEden OpenDollarUSDO,,$1.00,0.2%,0.1%,0.1%,0.0%,"$7,865.66","223,073,828",223.07M,"$222,859,394"
296,Sui Bridged USDT (Sui)SBUSDT,,$1.00,0.0%,0.0%,0.0%,0.0%,"$51,124,382","222,874,205",222.87M,"$222,907,707"
297,LivepeerLPT,,$4.87,0.8%,0.0%,6.5%,23.9%,"$10,336,920","45,742,298",45.74M,"$222,565,590"
298,PlumePLUME,,$0.07088,1.6%,2.3%,12.4%,30.3%,"$23,188,105","3,135,813,492",10B,"$222,224,443"
299,USDaUSDA,,$0.9941,0.0%,0.0%,0.0%,0.3%,"$3,505.57","222,738,713",222.74M,"$221,428,130"
300,ConcordiumCCD,,$0.01879,0.8%,8.1%,18.3%,135.9%,"$756,702","11,711,771,255",14.15B,"$219,923,955"
301,CreditcoinCTC,,$0.4404,0.4%,1.2%,5.3%,23.6%,"$11,424,583","496,416,053",600M,"$218,610,643"
302,MXMX,,$2.34,0.5%,1.0%,3.7%,11.5%,"$27,310,499","92,456,834",411.21M,"$216,747,368"
303,Slash Vision LabsSVL,,$0.04311,0.4%,3.8%,5.1%,80.9%,"$1,468,551","4,939,640,211",10B,"$212,962,513"
304,USXUSX,,$1.00,0.0%,0.0%,0.0%,-,"$1,797,253","212,672,123",212.67M,"$212,667,264"
305,SOONSOON,,$0.771,1.5%,4.4%,8.4%,119.8%,"$107,649,429","272,687,823",982.08M,"$210,641,045"
306,SoSoValueSOSO,,$0.7659,0.2%,1.6%,1.0%,9.5%,"$11,914,224","274,766,576",1B,"$210,326,556"
307,Origin EtherOETH,,"$3,865.47",0.4%,1.1%,4.6%,7.9%,"$742,245","53,805",53804.81,"$207,953,823"
308,Binance-Peg SOLSOL,,$188.17,0.1%,1.7%,2.5%,13.1%,"$7,657,617","1,100,000",1.1M,"$207,380,011"
309,RealLinkREAL,,$0.06987,0.5%,7.8%,3.3%,16.0%,"$26,248,944","2,960,743,975",2.96B,"$207,189,920"
312,VenomVENOM,,$0.09774,0.4%,1.2%,11.4%,18.9%,"$286,105","2,110,670,489",7.32B,"$206,804,765"
310,QtumQTUM,,$1.95,0.6%,0.3%,4.2%,11.2%,"$15,711,133","105,861,218",107.82M,"$206,046,227"
311,Universal BTCUNIBTC,,"$108,710",0.3%,1.5%,1.8%,3.0%,"$259,885","1,895",1895.15,"$206,006,783"
313,StandX DUSDDUSD,,$0.9996,0.0%,0.0%,0.0%,0.0%,"$441,602,492","204,195,764",204.2M,"$204,103,078"
314,MovementMOVE,,$0.07263,0.8%,2.3%,11.7%,37.4%,"$17,119,236","2,800,000,000",10B,"$203,409,277"
315,AmpAMP,,$0.002404,0.2%,0.6%,7.7%,24.0%,"$18,481,448","84,231,346,590",99.67B,"$202,523,736"
316,Midas msyrupUSDpMSYRUPUSDP,,$1.01,0.0%,0.0%,0.4%,1.01T%,$0.00,"199,999,100",200M,"$201,581,069"
317,Compounding OpenDollarCUSDO,,$1.03,0.1%,0.1%,0.2%,0.3%,"$6,682,144","193,791,410",193.79M,"$199,381,455"
318,DeepBookDEEP,,$0.07969,0.9%,1.0%,16.2%,32.1%,"$13,175,508","2,500,000,000",10B,"$199,277,054"
319,Moca NetworkMOCA,,$0.05023,0.9%,1.2%,15.1%,22.7%,"$9,894,853","3,952,565,419",8.89B,"$198,542,030"
320,Legacy TokenLGCT,,$1.84,0.3%,0.1%,5.0%,4.7%,"$5,269,505","106,079,067",300M,"$197,852,602"
321,Polygon Bridged weETH (Katana)WEETH,,"$4,175.61",0.2%,0.9%,4.2%,-,"$13,713.70","45,916",45915.73,"$191,641,242"
322,SnekSNEK,,$0.002564,0.3%,4.7%,18.2%,33.5%,"$5,568,799","74,675,091,518",75.28B,"$191,522,435"
324,Kinesis GoldKAU,,$132.50,0.0%,1.6%,2.5%,8.9%,"$276,940","1,434,981",1.43M,"$190,140,912"
323,HorizenZEN,,$10.79,1.5%,9.9%,13.7%,57.4%,"$50,035,381","17,567,368",21M,"$189,890,732"
325,Tradable NA Rent Financing Platform SSTNPC0000031,,$1,0.0%,0.0%,0.0%,0.0%,$0.00,"189,500,000",189.5M,"$189,492,520"
326,Kinesis SilverKAG,,$49.43,0.1%,2.5%,7.2%,11.9%,"$573,676","3,820,062",3.82M,"$188,831,363"
327,MetaDAOMETA,,$8.27,0.2%,2.4%,8.3%,457.4%,"$5,097,874","22,835,660",22.84M,"$188,537,637"
328,ZanoZANO,,$12.52,0.7%,8.1%,3.8%,17.7%,"$1,303,890","14,994,801",15M,"$187,921,122"
329,SafePalSFP,,$0.3753,0.7%,1.2%,6.4%,15.9%,"$3,504,070","500,000,000",500M,"$187,813,859"
330,Theta FuelTFUEL,,$0.0263,0.8%,0.4%,3.7%,16.8%,"$1,336,689","7,108,006,108",7.11B,"$186,994,728"
331,LayerZeroZRO,,$1.67,0.6%,0.6%,8.9%,13.3%,"$36,106,602","111,152,854",1B,"$185,871,500"
332,EOSEOS,,$0.2812,0.5%,1.2%,7.3%,34.6%,"$154,138","657,307,826",2.1B,"$184,817,235"
333,KaminoKMNO,,$0.05957,0.5%,1.2%,4.6%,19.3%,"$23,061,111","3,068,493,269",10B,"$182,785,041"
334,Nexus MutualNXM,,$91.97,0.1%,3.4%,1.3%,4.1%,$0.00,"1,985,522",1.99M,"$182,604,049"
336,Convex FinanceCVX,,$2.22,0.9%,1.8%,12.6%,35.3%,"$10,444,611","81,990,704",99.93M,"$182,181,276"
335,Drift ProtocolDRIFT,,$0.4761,0.8%,0.3%,18.1%,35.1%,"$16,346,794","382,314,670",1B,"$182,054,750"
337,Ecoreal EstateECOREAL,,$0.3207,0.7%,0.1%,0.5%,2.6%,"$782,683","566,623,447",1B,"$181,490,376"
338,Cronos Bridged USDC (Cronos)USDC,,$0.9991,0.0%,0.1%,0.2%,0.2%,"$2,004,728","179,445,548",179.45M,"$179,411,183"
339,Sky CoinXSO,,$0.0001803,-,-,-,-,$1.36,"1,000,000,000,000",1T,"$180,301,091"
341,PromPROM,,$9.74,1.3%,1.3%,4.2%,5.2%,"$9,347,178","18,250,000",19.25M,"$177,761,856"
342,RektREKT,,$0.064221,0.3%,0.6%,17.5%,34.5%,"$1,144,046","420,690,000,000,000",420.69T,"$177,576,910"
340,ArkhamARKM,,$0.3452,1.0%,1.9%,10.9%,37.2%,"$42,506,914","514,303,874",1B,"$177,561,629"
343,Akash NetworkAKT,,$0.6311,1.1%,3.9%,17.8%,39.6%,"$8,885,331","280,432,159",280.84M,"$176,983,308"
344,GolemGLM,,$0.1766,0.2%,0.8%,4.1%,22.1%,"$5,920,442","1,000,000,000",1B,"$176,609,228"
345,MashidaMSHD,,$0.01732,0.5%,1.7%,6.2%,84.9%,"$27,694.26","10,000,000,000",10B,"$172,922,361"
346,Baby Doge CoinBABYDOGE,,$0.081004,0.8%,0.3%,4.9%,16.5%,"$8,307,776","171,716,174,479,852,796",420000T,"$172,477,236"
347,Sahara AISAHARA,,$0.07505,0.6%,0.5%,3.9%,6.5%,"$14,761,239","2,292,812,500",10B,"$172,090,253"
348,Mog CoinMOG,,$0.064399,1.0%,1.8%,9.3%,34.8%,"$14,446,543","390,567,524,379,063",390.57T,"$171,784,324"
349,AvantisAVNT,,$0.6593,1.8%,3.0%,10.6%,66.9%,"$208,403,415","258,205,903",1B,"$170,292,560"
351,Dog (Bitcoin)DOG,,$0.001686,1.8%,0.4%,6.6%,23.0%,"$5,391,308","100,000,000,000",100B,"$168,628,757"
352,BTSE TokenBTSE,,$1.04,0.0%,0.5%,11.4%,36.6%,"$1,586,808","162,061,501",200M,"$167,885,135"
353,Conscious TokenCONSCIOUS,,$0.3581,0.7%,0.1%,7.6%,7.1%,"$882,118","468,351,274",1B,"$167,742,629"
354,Tokenize XchangeTKX,,$2.09,0.5%,0.4%,2.8%,57.4%,"$4,246.65","79,995,998",100M,"$167,496,540"
355,QubicQUBIC,,$0.051323,0.8%,0.9%,13.9%,19.4%,"$3,368,814","126,233,031,892,682",159.27T,"$167,380,984"
356,Midas mF-ONEMF-ONE,,$1.05,0.0%,0.0%,0.3%,1.1%,$0.00,"159,542,586",159.54M,"$166,622,417"
357,0x ProtocolZRX,,$0.196,0.7%,1.6%,7.2%,18.8%,"$18,982,639","848,396,563",1B,"$166,400,847"
358,Super OETHSUPEROETH,,"$3,863.68",0.4%,1.0%,4.0%,7.9%,"$217,324","42,998",42998.45,"$166,296,415"
359,BUILDonB,,$0.1655,6.9%,6.9%,10.4%,55.4%,"$7,541,262","1,000,000,000",1B,"$165,485,778"
361,GasGAS,,$2.54,0.6%,0.1%,4.5%,16.4%,"$4,632,707","65,093,581",65.09M,"$165,206,632"
360,SafeSAFE,,$0.255,1.0%,2.8%,8.2%,33.8%,"$4,387,372","647,156,877",1B,"$165,026,587"
362,GoMining TokenGOMINING,,$0.4034,0.1%,0.7%,6.4%,15.2%,"$10,443,942","406,902,888",406.9M,"$164,162,062"
363,UltimaULTIMA,,"$4,167.41",0.1%,1.9%,2.7%,30.0%,"$11,857,879","39,380",100000,"$164,097,778"
364,Infrared BeraIBERA,,$2.07,1.0%,2.0%,9.2%,19.7%,"$154,003","78,927,068",78.93M,"$163,905,140"
365,Phantom Staked SOLPSOL,,$195.14,0.3%,1.6%,2.9%,13.6%,"$12,233,237","836,053",836052.91,"$163,336,774"
366,SuccinctPROVE,,$0.8368,0.8%,5.8%,8.7%,6.9%,"$38,218,002","195,000,000",1B,"$162,377,287"
367,KOGEKOGE,,$48.00,0.1%,0.1%,0.0%,0.0%,"$562,479,401","3,379,999",3.38M,"$161,975,107"
368,cat in a dogs worldMEW,,$0.001819,0.6%,1.1%,10.6%,33.7%,"$25,143,856","88,888,888,889",88.89B,"$161,690,475"
370,yearn.financeYFI,,"$4,742.41",0.2%,0.2%,2.2%,7.7%,"$13,912,630","33,878",36666,"$160,745,117"
369,TurboTURBO,,$0.002326,1.3%,1.7%,14.4%,34.9%,"$22,970,065","69,000,000,000",69B,"$160,547,629"
350,RiverRIVER,,$8.24,13.3%,28.3%,214.7%,358.2%,"$26,788,322","19,600,000",100M,"$159,435,859"
371,ShuffleSHFL,,$0.4659,1.6%,10.2%,6.5%,37.1%,"$831,276","340,940,392",947.27M,"$158,803,887"
372,Ether.fi Staked BTCEBTC,,"$109,141",0.1%,2.3%,2.2%,2.7%,"$247,905","1,444",1444.28,"$157,738,986"
373,AxelarAXL,,$0.1876,0.6%,1.4%,16.3%,40.5%,"$10,899,135","837,429,843",1.22B,"$157,274,322"
374,YieldFi yTokenYUSD,,$1.13,0.0%,0.0%,0.1%,0.7%,"$30,459.12","139,522,454",139.52M,"$156,850,866"
375,InfiniFi USDIUSD,,$0.9996,0.0%,0.0%,0.0%,0.0%,"$484,071","155,216,845",155.22M,"$155,107,762"
376,ALEOALEO,,$0.2591,0.9%,2.4%,6.7%,23.7%,"$7,230,702","596,246,599",1.85B,"$154,575,895"
377,MAG7.ssiMAG7.SSI,,$0.9155,0.1%,0.9%,3.3%,9.6%,"$1,142,790","168,703,238",168.7M,"$154,454,989"
378,Nervos NetworkCKB,,$0.003238,0.4%,0.5%,6.0%,27.5%,"$6,036,107","47,507,139,356",48.26B,"$153,946,986"
379,Stargate FinanceSTG,,$0.1576,0.4%,1.0%,3.4%,4.8%,"$6,343,038","971,464,728",1B,"$153,028,687"
380,RavencoinRVN,,$0.009699,0.5%,0.1%,2.2%,18.8%,"$6,806,219","15,720,773,988",15.72B,"$152,472,586"
382,ZilliqaZIL,,$0.007767,0.3%,0.6%,8.2%,29.2%,"$11,098,951","19,562,626,130",20.24B,"$152,052,601"
383,APEXAPEX,,$1.14,1.5%,1.3%,19.7%,247.5%,"$9,991,890","132,407,204",500M,"$151,246,050"
381,Quantum Resistant LedgerQRL,,$1.91,0.2%,17.6%,13.0%,56.8%,"$421,523","78,392,960",78.39M,"$150,067,238"
385,CoinExCET,,$0.05739,0.0%,1.5%,4.8%,3.0%,"$164,096","2,609,610,664",2.61B,"$149,752,095"
384,Bio ProtocolBIO,,$0.08459,2.0%,2.3%,7.2%,44.4%,"$51,026,652","1,769,745,956",3.32B,"$149,695,654"
386,GUSDGUSD,,$0.9971,0.0%,0.3%,0.1%,0.1%,"$7,607,850","149,790,000",320M,"$149,394,089"
387,KavaKAVA,,$0.1376,0.5%,1.6%,19.2%,57.2%,"$6,641,496","1,082,853,067",1.08B,"$149,018,891"
388,Crypto.com Staked ETHCDCETH,,"$4,083.74",0.3%,1.2%,4.4%,7.5%,"$249,839","36,420",36420,"$148,788,687"
389,TDCCPTDCCP,,$0.2307,0.2%,0.1%,3.2%,4.0%,"$242,130","639,999,981",640M,"$147,718,645"
390,CeloCELO,,$0.2513,0.9%,2.4%,12.7%,6.7%,"$35,746,674","584,100,629",1B,"$146,877,605"
391,LombardBARD,,$0.6527,0.1%,2.6%,5.3%,39.7%,"$35,851,114","225,000,000",1B,"$146,835,248"
392,AgentFun.AIAGENTFUN,,$1.46,0.3%,0.3%,10.7%,33.7%,"$1,137.64","100,000,000",100M,"$146,095,412"
393,Wrapped Aave Ethereum WETHWAETHWETH,,"$4,076.89",0.5%,1.1%,4.0%,7.7%,"$1,810,228","35,755",35754.68,"$145,908,961"
394,Staked USDaiSUSDAI,,$1.05,0.0%,0.1%,0.1%,1.1%,"$3,132,048","139,375,845",139.38M,"$145,783,086"
395,VeloVELO,,$0.008256,0.4%,2.8%,16.6%,39.3%,"$20,099,736","17,563,876,115",24B,"$144,992,043"
396,Metal BlockchainMETAL,,$0.2845,1.0%,1.4%,7.5%,28.3%,"$1,127,078","507,639,839",666.67M,"$144,409,351"
397,STASIS EUROEURS,,$1.16,0.0%,0.8%,0.5%,0.6%,"$66,939.10","124,125,940",124.13M,"$143,804,442"
398,Spiko US T-Bills Money Market FundUSTBL,,$1.06,0.0%,0.0%,0.1%,0.3%,$0.00,"135,155,489",135.16M,"$143,385,448"
399,PopcatPOPCAT,,$0.1461,0.9%,0.7%,8.9%,36.8%,"$25,131,436","979,978,670",979.98M,"$143,233,477"
400,Sui Bridged WBTC (Sui)WBTC,,"$108,941",0.3%,1.5%,2.4%,3.7%,"$9,181,356","1,305",1305.12,"$142,314,665"
401,AWE NetworkAWE,,$0.07284,0.2%,1.1%,15.1%,16.3%,"$8,707,244","1,942,420,283",1.94B,"$141,678,225"
402,Elixir deUSDDEUSD,,$0.9998,0.0%,0.0%,0.0%,0.0%,"$1,739,939","141,642,622",141.64M,"$141,672,655"
403,AstarASTR,,$0.01727,0.8%,0.8%,9.2%,23.9%,"$7,338,482","8,195,026,327",8.54B,"$141,431,602"
404,XPR NetworkXPR,,$0.005023,2.1%,2.7%,3.4%,20.1%,"$3,826,169","28,116,738,413",31.04B,"$141,443,294"
405,Stargate Bridged WETHWETH,,"$3,861.77",0.6%,1.0%,4.2%,-,"$11,611,654","36,419",36418.68,"$140,644,416"
