Rank,Name,Symbol,Price,Change_1h,Change_24h,Change_7d,Change_30d,Volume_24h,Circulating_Supply,Total_Supply,Market_Cap
818,Ondo U.S. Dollar Token USDON,,$1.00,0.0%,0.0%,0.0%,0.0%,"$2,218,929","42,852,750",42.85M,"$42,825,390"
819,OVERTAKE TAKE,,$0.2917,0.2%,3.0%,13.3%,53.3%,"$64,610,442","146,654,356",1B,"$42,811,248"
820,Dent DENT,,$0.0004468,1.0%,1.0%,6.8%,33.6%,"$3,424,059","95,654,960,453",100B,"$42,704,880"
821,Anvil ANVL,,$0.0005326,0.0%,1.9%,3.1%,44.9%,"$9,884.70","80,200,555,200",100B,"$42,709,588"
822,Acet ACT,,$0.02495,0.3%,38.2%,37.3%,20.0%,"$482,711","1,709,870,216",2.23B,"$42,675,349"
823,Bucket Protocol BUCK Stablecoin BUCK,,$0.9975,0.1%,0.1%,0.1%,0.2%,"$1,695,893","42,504,509",42.5M,"$42,645,919"
824,Electroneum ETN,,$0.002341,2.1%,1.4%,6.7%,16.6%,"$1,152,097","17,979,817,605",21B,"$42,481,776"
825,Solidus Ai Tech AITECH,,$0.02504,2.1%,10.1%,20.0%,23.4%,"$16,150,877","1,693,888,030",1.99B,"$42,382,971"
826,Liqwid Finance LQ,,$2.09,5.6%,0.7%,10.9%,32.8%,"$11,842.62","20,212,625",21M,"$42,305,981"
827,Bridged Tether (Linea) USDT,,$1.00,0.0%,0.2%,0.0%,0.2%,"$18,622,530","42,202,112",42.2M,"$42,195,525"
835,SEDA SEDA,,$0.06855,2.5%,12.1%,21.0%,78.8%,"$1,207,877","616,213,188",1.01B,"$42,139,580"
828,Artificial Liquid Intelligence ALI,,$0.004621,0.5%,14.2%,10.6%,21.6%,"$2,240,158","9,118,091,184",9.87B,"$42,025,531"
829,Smooth Love Potion SLP,,$0.001164,1.0%,3.2%,15.1%,30.4%,"$3,909,058","36,086,213,108",36.09B,"$42,007,295"
830,Yei Finance CLO,,$0.323,1.6%,16.4%,25.0%,-,"$16,988,231","129,100,000",1B,"$41,997,566"
832,Cross CROSS,,$0.1247,3.3%,0.2%,5.0%,47.4%,"$3,938,866","335,222,890",985.22M,"$41,804,525"
831,Beets Staked Sonic STS,,$0.1684,0.4%,1.9%,14.4%,35.5%,"$1,045,396","248,123,758",248.12M,"$41,786,603"
833,Austin Capitals AUX,,$4.25,0.0%,0.0%,0.0%,0.0%,"$79,389.72","9,786,000",9.79M,"$41,616,887"
834,Avalanche Bridged WBTC (Avalanche) WBTC.E,,"$109,749",0.1%,2.0%,1.5%,3.3%,"$50,613.17",378,378.35,"$41,524,803"
836,ResearchCoin RSC,,$0.3329,0.2%,2.5%,12.8%,39.0%,"$454,267","124,306,414",1B,"$41,393,811"
837,Hippo Protocol HP,,$0.0341,0.3%,0.7%,4.2%,17.1%,"$147,873","1,211,996,243",1.21B,"$41,345,947"
838,Dymension DYM,,$0.1064,1.6%,2.9%,13.5%,45.3%,"$3,888,884","389,093,053",1B,"$41,314,691"
839,MetYa MET,,$0.2096,0.4%,0.2%,5.9%,9.8%,"$6,906,282","196,872,229",975.79M,"$41,274,556"
840,Binance-Peg DAI DAI,,$1,0.0%,0.0%,0.2%,0.3%,"$667,785","40,999,972",41M,"$40,997,429"
841,Luckify LUCK,,$0.2048,0.3%,0.2%,5.3%,43.7%,"$552,602","199,999,317",1000M,"$40,987,224"
842,A Hunters Dream CAW,,$0.076378,0.3%,0.2%,8.0%,30.0%,"$459,505","636,666,666,666,666",666.67T,"$40,729,708"
843,Cetus Protocol CETUS,,$0.04721,0.9%,0.3%,4.5%,42.1%,"$18,223,010","859,057,971",1B,"$40,571,943"
845,MindWaveDAO NILA,,$0.04808,0.0%,0.0%,0.2%,14.4%,$600.87,"842,766,177",1.06B,"$40,521,516"
844,Bertram The Pomeranian BERT,,$0.04141,2.3%,3.8%,28.7%,38.5%,"$4,404,372","978,059,460",978.06M,"$40,497,505"
846,StakeStone STO,,$0.1794,0.3%,1.8%,1.8%,107.0%,"$8,690,033","225,333,333",1B,"$40,406,975"
847,Yield Optimizer ETH YOETH,,"$4,124.59",0.3%,1.2%,4.1%,7.4%,$0.00,"9,780",9780.42,"$40,355,608"
849,Yield Basis YB,,$0.4583,0.5%,21.4%,22.8%,-,"$197,440,303","87,910,000",701.47M,"$40,295,824"
848,Dogelon Mars ELON,,$0.07737,1.6%,0.1%,6.4%,21.6%,"$978,441","549,649,971,723,242",1000T,"$40,209,285"
850,Cobak CBK,,$0.4061,0.1%,0.8%,2.1%,18.9%,"$5,121,794","98,375,665",100M,"$40,148,588"
851,Dialectic USD Vault DUSD,,$1.00,0.0%,0.0%,0.1%,-,"$11,465.50","39,999,999",40M,"$40,153,841"
852,Metronome Synth ETH MSETH,,"$3,855.57",0.4%,1.0%,4.1%,8.0%,"$7,376,694","10,373",10373.06,"$39,994,073"
853,Avalanche Bridged USDC (Avalanche) USDC.E,,$1.00,0.0%,0.0%,0.0%,0.0%,"$1,657,442","39,918,999",39.92M,"$39,908,686"
857,AI Analysis Token AIAT,,$0.3615,0.7%,2.3%,14.3%,10.3%,"$45,826.06","110,347,624",500M,"$39,891,964"
854,Moonbeam GLMR,,$0.03904,0.6%,0.0%,15.9%,35.9%,"$3,261,781","1,020,902,082",1.2B,"$39,816,289"
858,Medibloc MED,,$0.003949,0.0%,1.2%,6.2%,23.4%,"$394,313","10,080,089,735",10.87B,"$39,802,850"
855,Ket KET,,$0.03967,0.3%,1.8%,1.7%,54.2%,"$133,533","1,000,000,000",1B,"$39,668,246"
856,WINkLink WIN,,$0.00003993,0.5%,0.2%,2.8%,20.2%,"$12,285,576","993,701,859,243",999B,"$39,655,341"
859,OlaXBT AIO,,$0.1721,0.2%,9.4%,29.9%,8.4%,"$2,295,786","230,250,000",1B,"$39,472,129"
860,c8ntinuum CTM,,$0.04782,0.4%,1.7%,8.1%,40.6%,"$1,764,709","824,932,137",888.89M,"$39,451,604"
862,PinkSale PINKSALE,,$398.71,-,-,-,-,$182.01,"100,000",100000,"$39,871,085"
863,Bridged Wrapped Bitcoin (StarkGate) WBTC,,"$109,501",0.2%,1.8%,1.8%,3.5%,"$10,690,844",358,358.49,"$39,251,020"
864,XT.com XT,,$6.48,0.3%,1.3%,4.4%,6.3%,"$27,236,021","6,045,803",1B,"$39,221,486"
865,Islamic Coin ISLM,,$0.01793,0.3%,1.5%,5.8%,11.1%,"$162,979","2,186,476,119",20.24B,"$39,185,733"
867,Hydration HDX,,$0.006645,0.4%,0.9%,1.1%,26.4%,"$23,767.44","5,893,058,581",6.42B,"$39,157,026"
869,Hyperbeat LST Vault LSTHYPE,,$39.82,1.4%,8.5%,-,-,"$11,179.20","979,163",979162.91,"$39,133,415"
868,Akedo AKE,,$0.001696,4.6%,13.8%,2.1%,0.9%,"$3,855,006","22,796,250,000",100B,"$39,070,821"
866,Reactive Network REACT,,$0.09828,2.1%,5.7%,4.9%,40.2%,"$1,441,235","397,337,088",500M,"$39,052,099"
870,Gains Network GNS,,$1.40,0.8%,0.9%,0.1%,26.2%,"$1,763,405","27,888,992",27.89M,"$38,990,860"
871,Binance-Peg Avalanche AVAX,,$19.48,0.1%,0.4%,10.9%,43.4%,"$126,856","2,000,000",2M,"$38,958,590"
872,Victoria VR VR,,$0.004783,0.4%,0.4%,3.3%,5.2%,"$1,046,639","8,141,695,688",16.8B,"$38,925,451"
873,Unipoly UNP,,$0.1393,0.1%,0.1%,3.2%,7.8%,"$408,759","279,230,000",1B,"$38,910,452"
861,FUNToken FUN,,$0.003668,0.2%,3.7%,27.8%,58.4%,"$2,751,279","10,598,879,189",11B,"$38,873,182"
874,KernelDAO KERNEL,,$0.1637,1.6%,3.5%,13.8%,22.0%,"$18,279,008","236,759,270",1B,"$38,760,191"
875,Impossible Cloud Network Token ICNT,,$0.2317,2.0%,2.1%,19.1%,3.9%,"$4,420,165","167,220,000",700M,"$38,758,528"
876,Nosana NOS,,$0.4644,0.2%,1.0%,8.2%,41.3%,"$1,195,320","83,400,000",100M,"$38,719,523"
877,Wrapped POL WPOL,,$0.1913,0.8%,1.4%,3.5%,16.5%,"$6,941,074","202,182,027",202.18M,"$38,695,570"
878,SSV Network SSV,,$5.45,0.8%,0.1%,2.3%,30.5%,"$12,357,649","7,085,673",14.18M,"$38,682,964"
880,BurnedFi BURN,,$3.11,1.1%,12.2%,49.1%,13.5%,"$649,265","12,440,047",12.44M,"$38,672,183"
879,Hyperlane HYPER,,$0.1878,1.5%,4.3%,10.1%,29.0%,"$19,264,922","205,714,488",804.67M,"$38,632,062"
882,Bit2Me B2M,,$0.01304,0.8%,0.9%,4.8%,17.0%,"$36,259.12","2,955,655,009",4.94B,"$38,544,325"
881,EVAA Protocol EVAA,,$5.81,11.0%,23.2%,62.8%,-,"$89,523,411","6,617,972",50M,"$38,478,838"
884,Advertise Coin ADCO,,$0.8511,0.4%,1.1%,4.1%,7.9%,"$12,791.27","45,000,000",50M,"$38,320,709"
883,Limitless LMTS,,$0.2911,3.1%,57.8%,-,-,"$60,685,588","131,598,680",1B,"$38,318,995"
885,BENQI QI,,$0.005316,0.9%,0.8%,11.5%,46.8%,"$1,221,813","7,200,000,000",7.2B,"$38,260,856"
887,QuarkChain QKC,,$0.005301,0.4%,0.5%,5.1%,15.3%,"$703,970","7,173,093,126",10B,"$38,031,170"
888,DEAPCOIN DEP,,$0.001382,1.0%,9.7%,4.0%,11.7%,"$2,309,827","27,526,332,268",29.89B,"$38,024,375"
889,Liquity USD LUSD,,$0.9998,0.1%,0.0%,0.2%,0.3%,"$72,466.00","38,014,427",38.01M,"$37,997,038"
890,SKOR AI SKORAI,,$0.06954,1.5%,17.8%,30.6%,57.2%,"$7,886.64","545,000,000",1B,"$37,899,818"
886,LOOK LOOK,,$0.04092,1.0%,7.6%,9.0%,5.0%,"$880,579","922,375,585",922.38M,"$37,787,928"
892,Moonriver MOVR,,$3.72,0.8%,0.0%,12.5%,33.5%,"$5,243,395","10,139,348",12.16M,"$37,763,310"
893,Dego Finance DEGO,,$1.79,0.4%,9.9%,33.7%,43.0%,"$24,786,340","21,000,000",21M,"$37,692,114"
891,Wrapped fragSOL WFRAGSOL,,$203.35,0.6%,1.0%,2.9%,13.7%,"$113,456","184,887",184887.38,"$37,597,716"
895,Lista USD LISUSD,,$0.9985,0.1%,0.2%,0.2%,0.0%,"$36,097.68","37,599,050",38.62M,"$37,547,781"
894,Iagon IAG,,$0.09984,0.3%,1.9%,9.2%,17.2%,"$107,866","376,020,434",1B,"$37,542,372"
896,Hunt HUNT,,$0.1884,0.0%,0.0%,3.8%,17.8%,"$2,073,241","198,912,688",198.91M,"$37,491,838"
897,Unity UTY,,$0.9999,0.0%,0.0%,0.0%,0.0%,"$81,709.17","37,489,280",37.49M,"$37,483,561"
898,ECOMI OMI,,$0.0001381,0.5%,10.9%,33.2%,56.3%,"$4,043,619","270,951,644,947",310.88B,"$37,433,986"
900,Mango Network MGO,,$0.02353,0.1%,1.6%,4.7%,11.5%,"$5,119,630","1,590,000,000",10B,"$37,416,119"
899,Aegis YUSD YUSD,,$1.00,0.1%,0.1%,0.1%,0.0%,"$62,489.56","37,339,454",37.34M,"$37,395,925"
901,Relend USDC REUSDC,,$1.09,0.0%,0.0%,0.1%,0.6%,$0.00,"34,241,617",34.24M,"$37,332,123"
902,Bitcoin on Katana BTCK,,"$109,360",0.0%,1.2%,1.9%,2.9%,"$150,979",340,340.28,"$37,229,075"
903,Hegic HEGIC,,$0.03447,0.3%,2.2%,5.3%,16.8%,"$12,035.81","1,077,684,725",1.08B,"$37,157,433"
904,MonbaseCoin MBC,,$0.1975,3.0%,14.4%,21.8%,63.6%,"$108,598","189,701,480",189.7M,"$37,142,017"
906,Xai XAI,,$0.0258,1.1%,1.4%,11.4%,41.5%,"$10,051,516","1,428,336,483",2.02B,"$36,885,784"
907,Coin98 C98,,$0.03687,0.4%,0.5%,7.6%,21.3%,"$9,872,945","999,998,945",1B,"$36,884,179"
908,Nym NYM,,$0.04495,0.2%,2.2%,1.1%,5.1%,"$2,037,423","819,124,028",1B,"$36,818,959"
909,Fractal Bitcoin FB,,$0.4211,1.0%,1.0%,5.4%,0.6%,"$3,767,588","87,246,475",134.49M,"$36,822,213"
910,Looped Hype LHYPE,,$39.15,1.4%,8.1%,1.8%,19.1%,"$136,553","937,866",937865.92,"$36,774,320"
911,Worthless WORTHLESS,,$0.03724,3.2%,0.9%,82.5%,5.5%,"$648,104","1,000,000,000",1B,"$36,719,116"
912,Baby Shark Universe BSU,,$0.2177,1.0%,5.2%,25.4%,21.0%,"$24,186,205","168,000,000",850M,"$36,655,047"
913,PePeonTron PEPEONTRON,,$0.03663,1.0%,3.2%,7.4%,12.1%,"$232,927","1,000,000,000",1B,"$36,631,958"
914,Hosky HOSKY,,$0.073645,0.4%,0.6%,12.0%,30.9%,"$39,813.81","1,000,000,000,000,000",1000T,"$36,453,278"
916,Mantle Bridged USDC (Mantle) USDC,,$1.00,0.0%,0.4%,0.1%,0.2%,"$1,999,823","36,365,835",36.37M,"$36,412,524"
915,DevvE DEVVE,,$0.4158,0.1%,3.1%,3.1%,2.0%,"$283,969","87,389,949",120M,"$36,354,498"
917,Snowbank SB,,$226.96,0.4%,3.4%,2.0%,11.0%,$274.43,"159,640",159640.03,"$36,220,712"
918,Bonk Staked SOL BONKSOL,,$215.08,0.5%,1.5%,4.1%,13.7%,"$319,919","168,377",168376.64,"$36,218,290"
905,Kled AI KLED,,$0.03619,2.6%,20.2%,11.7%,335.8%,"$1,307,872","999,811,485",999.81M,"$36,184,279"
920,Ankr Staked ETH ANKRETH,,"$4,540.86",0.1%,1.3%,4.6%,9.3%,$106.21,"7,962",7962.43,"$36,156,254"
921,Global Commercial Business GCB,,$0.03007,0.1%,0.1%,0.0%,2.0%,"$17,704.57","1,201,844,746",1.2B,"$36,136,224"
922,Gearbox GEAR,,$0.003607,0.4%,2.0%,18.7%,14.5%,"$1,534,103","10,000,000,000",10B,"$36,073,682"
923,哈基米 (Hajimi) 哈基米,,$0.03629,4.6%,21.3%,6.1%,-,"$11,301,716","1,000,000,000",1B,"$36,071,836"
919,Supra SUPRA,,$0.001829,1.8%,1.2%,15.9%,32.9%,"$980,659","19,691,477,713",80.49B,"$36,069,194"
924,Derive DRV,,$0.04205,0.0%,1.1%,10.3%,43.0%,"$147,710","856,969,827",1.5B,"$36,029,110"
925,StrikeX STRX,,$0.04222,1.1%,0.9%,10.3%,18.0%,"$11,069.59","847,976,290",886.81M,"$36,019,498"
926,Aurora AURORA,,$0.05535,0.4%,6.0%,10.8%,27.8%,"$620,804","648,422,849",999.85M,"$35,899,555"
927,Gods Unchained GODS,,$0.09106,0.3%,1.9%,0.5%,19.6%,"$588,416","394,027,780",500M,"$35,880,593"
929,Nobody Sausage NOBODY,,$0.0383,0.1%,0.1%,22.5%,27.7%,"$4,528,222","936,065,857",936.07M,"$35,856,928"
928,Simon's Cat CAT,,$0.055307,1.0%,1.5%,11.0%,26.6%,"$5,015,370","6,749,783,055,124",8.1T,"$35,847,996"
930,Liquid HYPE Yield LIQUIDHYPE,,$39.07,1.4%,8.1%,1.7%,19.1%,"$9,816.35","913,272",913272.38,"$35,659,276"
932,Celo Dollar CUSD,,$1.00,0.0%,0.0%,0.2%,0.1%,"$3,893,522","35,553,466",35.55M,"$35,562,501"
936,Propy PRO,,$0.6151,2.2%,9.3%,7.2%,26.7%,"$12,279,056","57,896,591",100M,"$35,560,084"
931,Gradients SN56,,$11.81,4.1%,4.7%,6.2%,7.3%,"$138,821","2,989,457",2.99M,"$35,439,013"
933,Adventure Gold AGLD,,$0.405,1.2%,0.8%,5.8%,30.2%,"$7,365,242","87,410,001",92.81M,"$35,436,651"
946,Huobi HT,,$0.3139,6.9%,0.4%,4.6%,25.4%,"$364,961","109,395,689",109.4M,"$35,431,613"
934,SingularityNET AGIX,,$0.1235,0.0%,2.0%,13.1%,52.2%,"$59,584.56","286,158,636",363.44M,"$35,345,160"
935,Aergo AERGO,,$0.07476,0.8%,0.1%,6.0%,26.2%,"$5,365,054","472,499,996",500M,"$35,343,348"
937,Web 3 Dollar USD3,,$1.05,-,-,-,-,"$4,225.04","33,082,522",33.08M,"$34,776,077"
938,Standard Bridged USDC.e (Optimism) USDC.E,,$1.00,0.0%,0.0%,0.0%,0.0%,"$1,050,299","35,212,918",35.21M,"$35,217,736"
939,Adshares ADS,,$0.9017,0.3%,0.7%,17.6%,60.8%,"$1,162,542","38,742,016",38.76M,"$34,931,767"
941,Qkacoin QKA,,$1.10,0.1%,0.0%,0.6%,14.2%,"$16,754.57","31,668,129",31.67M,"$34,890,075"
940,Dialectic ETH Vault DETH,,"$3,874.99",0.4%,1.1%,4.1%,-,"$197,524","9,000",8999.99,"$34,887,316"
942,Elastos ELA,,$1.52,0.1%,0.8%,6.0%,26.3%,"$274,670","22,942,430",26.11M,"$34,815,111"
943,Zeus Network zBTC ZBTC,,"$109,390",0.2%,1.5%,0.9%,3.1%,"$2,606,034",319,318.84,"$34,804,450"
945,ynBNB MAX YNBNBX,,"$1,141.30",0.5%,2.3%,7.8%,11.7%,"$10,024.77","30,423",30423.19,"$34,722,743"
944,Lorenzo stBTC STBTC,,"$107,701",0.5%,0.8%,2.4%,3.8%,$224.95,322,322.02,"$34,682,047"
947,Sceptre Staked FLR SFLR,,$0.02698,0.6%,1.5%,8.1%,27.7%,"$1,354,753","1,278,963,713",1.28B,"$34,613,473"
948,MEET48 IDOL,,$0.03804,1.4%,7.8%,15.1%,17.9%,"$19,264,288","902,400,000",4.8B,"$34,393,111"
949,Pocket Network POKT,,$0.01706,0.4%,2.5%,16.1%,41.8%,"$264,001","2,011,680,128",2.35B,"$34,371,287"
950,Saga SAGA,,$0.1118,1.2%,1.3%,15.4%,48.6%,"$7,939,694","307,077,978",1.08B,"$34,356,079"
954,PAAL AI PAAL,,$0.03802,0.0%,5.5%,18.8%,31.8%,"$7,897,132","897,491,581",1B,"$34,114,325"
951,TruFin Staked MATIC TRUMATIC,,$0.21,0.8%,1.6%,3.1%,16.4%,$74.76,"162,362,730",162.36M,"$34,091,549"
952,Staked Frax USD SFRXUSD,,$1.17,0.1%,0.0%,0.1%,0.5%,"$191,786","29,247,294",29.29M,"$34,090,310"
953,Avail AVAIL,,$0.009628,1.1%,4.5%,0.1%,28.7%,"$3,601,027","3,531,031,035",10.65B,"$33,996,857"
965,READY! READY,,$0.03396,0.3%,3.7%,8.3%,115.7%,"$2,461,049","999,994,342",999.99M,"$33,960,835"
955,Velodrome Finance VELO,,$0.03203,1.3%,1.8%,10.0%,32.1%,"$6,063,349","1,058,147,138",2.25B,"$33,904,597"
956,Uquid Coin UQC,,$3.38,-,2.3%,3.4%,9.0%,"$39,628.07","10,000,000",40M,"$33,838,539"
957,Hive Dollar HBD,,$0.9702,0.2%,1.0%,2.3%,3.4%,"$3,291.60","34,811,205",34.81M,"$33,807,060"
958,Humans.ai HEART,,$0.004327,0.1%,7.2%,10.1%,15.1%,"$357,062","7,800,000,000",7.8B,"$33,769,573"
959,AIntivirus AINTI,,$0.03798,0.0%,0.0%,0.0%,0.0%,$0.00,"999,827,172",999.83M,"$37,976,045"
960,My Lovely Coin MLC,,$0.3963,0.3%,0.2%,12.3%,15.1%,"$802,912","85,022,803",230M,"$33,686,419"
961,VaultBridge Bridged USDT (Katana) VBUSDT,,$1.00,0.0%,0.0%,0.0%,0.0%,"$3,519,519","33,644,335",33.64M,"$33,665,625"
962,Infrared BGT IBGT,,$2.03,1.6%,0.4%,8.7%,22.4%,"$364,401","16,540,493",16.54M,"$33,628,549"
964,PONKE PONKE,,$0.06036,1.2%,1.3%,7.3%,32.4%,"$4,512,624","555,474,270",555.54M,"$33,534,459"
971,HairDAO HAIR,,$48.01,0.3%,0.7%,8.3%,27.5%,"$8,526.59","694,921",1.53M,"$33,464,388"
966,Zircuit ZRC,,$0.01524,1.8%,0.4%,6.0%,33.7%,"$8,964,632","2,194,923,458",10B,"$33,459,757"
963,Proprietary Trading Network SN8,,$10.57,4.2%,4.1%,9.4%,9.2%,"$38,931.28","3,155,382",3.16M,"$33,457,988"
970,Swarm Network TRUTH,,$0.016,8.0%,2.1%,26.6%,-,"$4,287,664","2,085,305,300",10B,"$33,361,949"
967,xMoney XMN,,$0.1032,0.5%,107.1%,94.3%,-,"$5,528,877","321,968,378",10B,"$33,274,050"
968,Dogs DOGS,,$0.00006423,4.8%,12.0%,14.5%,47.1%,"$33,496,445","516,750,000,000",550B,"$33,271,165"
969,Lava Network LAVA,,$0.1055,0.1%,0.3%,17.4%,111.8%,"$738,137","315,276,979",971.8M,"$33,262,633"
972,SMARDEX SDEX,,$0.00356,0.1%,0.0%,2.4%,14.9%,"$374,440","9,304,463,386",9.97B,"$33,127,409"
973,Chainflip FLIP,,$0.4915,0.0%,0.3%,4.7%,25.6%,"$153,759","67,144,940",94.52M,"$32,971,081"
974,XT Stablecoin XTUSD XTUSD,,$1.00,0.0%,0.0%,0.0%,0.0%,"$5,337,115","32,800,030",32.8M,"$32,803,586"
975,Tradoor TRADOOR,,$2.28,0.7%,3.0%,10.7%,7.9%,"$14,039,329","14,349,000",60M,"$32,766,788"
976,Nirvana ANA ANA,,$4.29,0.0%,1.3%,1.3%,9.2%,"$14,864.95","7,635,521",7.64M,"$32,760,660"
977,Carrot CRT,,$112.32,0.0%,0.0%,0.1%,0.7%,"$49,649.79","291,444",291444.5,"$32,732,239"
979,Hyperbeat Ultra HYPE HBHYPE,,$39.84,1.2%,8.3%,3.4%,18.6%,"$55,639.27","820,848",820848.16,"$32,703,535"
978,Goldfinch GFI,,$0.3515,0.4%,3.3%,9.5%,29.1%,"$538,851","93,391,145",114.29M,"$32,690,822"
980,Rei REI,,$0.03255,1.2%,2.1%,11.3%,48.2%,"$1,242,534","1,000,000,000",1B,"$32,557,814"
981,Openverse Network BTG,,$17.07,0.2%,7.3%,68.0%,-,"$62,177,468","1,900,000",20M,"$32,423,536"
982,Glidr GLIDR,,$1.16,0.5%,0.1%,0.0%,2.3%,"$105,595","27,955,000",100M,"$32,375,777"
984,Apu Apustaja APU,,$0.00009585,0.3%,6.8%,24.6%,34.8%,"$1,066,432","337,891,886,152",337.89B,"$32,381,887"
985,Keep Network KEEP,,$0.05881,0.1%,4.0%,5.6%,20.5%,"$3,378.93","549,716,300",1B,"$32,327,984"
983,Turtle TURTLE,,$0.1663,0.6%,39.0%,-,-,"$163,749,745","195,000,000",1B,"$32,317,334"
986,Usual USUAL,,$0.03076,1.4%,1.0%,7.8%,45.8%,"$9,594,357","1,048,664,296",1.47B,"$32,286,108"
987,Nest Basis Vault NBASIS,,$1.04,0.0%,0.0%,0.1%,0.7%,"$50,903.56","31,096,494",31.1M,"$32,219,515"
988,TruFin Staked APT TRUAPT,,$3.26,1.0%,3.3%,8.7%,25.7%,$196.30,"9,876,766",9.88M,"$32,235,280"
989,Zerebro ZEREBRO,,$0.0322,1.6%,2.9%,18.7%,68.0%,"$11,231,995","999,952,932",999.95M,"$32,210,586"
991,Enso ENSO,,$1.56,0.4%,0.3%,33.3%,-,"$40,180,615","20,590,000",100M,"$32,076,443"
990,Camp Network CAMP,,$0.01523,2.0%,3.1%,14.8%,60.7%,"$6,809,873","2,100,000,000",10B,"$32,049,618"
992,Dolomite DOLO,,$0.07957,1.0%,1.5%,7.8%,37.0%,"$6,632,347","401,764,760",998.53M,"$31,967,749"
993,ANyONe Protocol ANYONE,,$0.4,1.5%,0.1%,22.2%,3.3%,"$701,702","79,937,690",100M,"$31,908,100"
995,Yooldo Games ESPORTS,,$0.2101,1.4%,1.1%,1.4%,29.2%,"$7,034,253","151,800,000",900M,"$31,891,169"
994,DODO DODO,,$0.03188,1.2%,1.1%,11.9%,28.2%,"$4,142,148","1,000,000,000",1B,"$31,873,359"
997,Law Blocks LBT,,$0.1301,0.1%,0.1%,0.0%,0.9%,"$334,874","244,997,999",1B,"$31,847,496"
996,Wrapped XPL WXPL,,$0.3535,1.4%,6.3%,24.7%,-,"$16,308,487","89,868,520",89.87M,"$31,789,799"
998,Compound USDC CUSDC,,$0.02525,0.0%,0.1%,0.1%,0.2%,$44.72,"1,257,658,914",1.26B,"$31,757,497"
1001,Defiway DEFI,,$0.3156,-,-,-,-,$1.04,"100,000,000",100M,"$31,561,880"
1000,Banana For Scale BANANAS31,,$0.003149,1.1%,1.4%,12.2%,40.9%,"$6,915,013","10,000,000,000",10B,"$31,489,723"
1004,EGL1 EGL1,,$0.03232,0.2%,2.6%,16.1%,9.7%,"$12,651,986","966,096,396",1B,"$31,439,743"
999,Vanar Chain VANRY,,$0.01606,1.8%,1.7%,15.2%,34.9%,"$3,722,940","1,957,065,081",2.04B,"$31,430,130"
1003,Boba Network BOBA,,$0.06334,0.8%,0.4%,7.8%,26.6%,"$5,345,713","493,599,306",500M,"$31,309,234"
1002,Newton Protocol NEWT,,$0.1457,0.7%,0.5%,6.1%,34.4%,"$8,257,201","215,000,000",1B,"$31,313,296"
1005,TCY TCY,,$0.1488,0.2%,5.4%,8.1%,25.7%,"$314,658","210,000,000",210M,"$31,256,124"
1006,Laine Staked SOL LAINESOL,,$239.72,0.7%,1.2%,3.0%,13.8%,"$2,727.26","130,356",130355.58,"$31,249,678"
1007,Dacxi DXI,,$0.0006243,0.3%,1.0%,15.1%,6.9%,"$333,092","10,000,000,000",10B,"$34,503,719"
1009,PolySwarm NCT,,$0.01637,0.7%,1.7%,3.5%,23.7%,"$214,979","1,885,500,782",1.89B,"$30,856,658"
1008,Celer Network CELR,,$0.005463,1.1%,1.4%,8.6%,22.4%,"$2,034,224","5,645,454,936",10B,"$30,843,541"
1010,Kujira KUJI,,$0.1192,0.5%,0.6%,12.4%,41.6%,"$1,751.43","122,342,246",122.37M,"$28,551,200"
1011,Aria.AI ARIA,,$0.1672,0.5%,2.1%,6.8%,9.1%,"$55,828,326","183,000,000",1B,"$30,605,214"
1012,Wrapped Zedxion WZEDX,,$0.4992,0.3%,1.7%,1.8%,3.0%,"$1,157,004","61,274,618",4.51B,"$30,595,264"
1013,Hashflow HFT,,$0.04933,0.8%,1.9%,12.2%,37.5%,"$10,115,457","618,263,231",1B,"$30,480,817"
1014,Radix XRD,,$0.002535,0.1%,0.5%,0.8%,38.4%,"$320,329","12,021,683,200",13.27B,"$30,465,429"
1015,Origin Token OGN,,$0.04679,0.9%,0.6%,8.1%,19.5%,"$4,199,611","650,207,225",1.41B,"$30,414,183"
1016,WalletConnect Token WCT,,$0.1631,1.3%,2.8%,3.1%,42.1%,"$29,640,661","186,200,000",1000M,"$30,385,344"
1018,Phoenix PHB,,$0.5091,2.2%,1.5%,7.8%,0.3%,"$6,422,756","59,451,656",59.45M,"$30,316,264"
1019,stake.link SDL,,$0.5353,0.4%,2.3%,3.4%,21.0%,"$15,360.00","56,560,124",100M,"$30,307,249"
1020,Scroll SCR,,$0.1594,1.5%,1.9%,16.3%,42.8%,"$9,934,534","190,000,000",1B,"$30,292,740"
1017,Hypurr Fun HFUN,,$30.37,0.7%,0.5%,0.2%,25.7%,"$227,326","996,152",996152.36,"$30,278,487"
1021,Naoris Protocol NAORIS,,$0.05048,2.0%,9.7%,6.6%,20.0%,"$2,921,592","599,260,000",4B,"$30,183,563"
1022,Elephant Money ELEPHANT,,$0.076024,0.8%,1.1%,6.1%,6.2%,"$65,749.46","497,107,210,220,627",1000T,"$30,146,395"
1023,Bridged Tether (Rainbow Bridge) USDT.E,,$1.00,0.0%,0.0%,0.0%,0.1%,"$23,484.19","30,131,756",30.13M,"$30,147,215"
1025,INFINIT IN,,$0.1335,1.6%,1.5%,28.5%,126.5%,"$20,216,125","228,333,333",1B,"$30,116,654"
