Rank,Name,Symbol,Price,Change_1h,Change_24h,Change_7d,Change_30d,Volume_24h,Circulating_Supply,Total_Supply,Market_Cap,Cluster,PC1,PC2
893,Dego FinanceDEGO,,1.79,0.4%,9.9,33.7,43.0%,"$24,777,737","21,000,000",21M,37679032.0,0,1.2437519005749134,-0.1371303144801672
891,Wrapped fragSOLWFRAGSOL,,203.28,0.5%,1.0,2.9,13.7%,"$113,416","184,887",184887.38,37584666.0,0,-0.30834770976656123,-0.32350059297963846
895,Lista USDLISUSD,,0.9981,0.1%,0.2,0.2,0.0%,"$36,085.15","37,599,050",38.62M,37534749.0,0,-0.44510714321836525,-0.34896944480409586
894,IagonIAG,,0.09981,0.2%,2.2,9.7,17.6%,"$107,829","376,020,434",1B,37529342.0,0,-0.0391361617502706,-0.2992941824083451
896,HuntHUNT,,0.1883,0.0%,0.0,3.8,17.8%,"$2,072,522","198,912,688",198.91M,37478825.0,0,-0.3843614662733831,-0.3433718144204815
897,UnityUTY,,0.9996,0.0%,0.0,0.0,0.0%,"$81,680.81","37,489,280",37.49M,37470551.0,0,-0.4689970528579228,-0.3522176388001571
898,ECOMIOMI,,0.000138,0.6%,11.0,33.3,56.4%,"$4,042,215","270,951,644,947",310.88B,37420994.0,0,1.3417785885965992,-0.12311112184651113
900,Mango NetworkMGO,,0.02352,0.0%,1.5,4.6,11.4%,"$5,117,853","1,590,000,000",10B,37403133.0,0,-0.22074946702577186,-0.3208984960179494
899,Aegis YUSDYUSD,,1.0,0.0%,0.0,0.2,0.1%,"$62,467.87","37,339,454",37.34M,37382945.0,0,-0.46453854869376127,-0.3517893884287511
901,Relend USDCREUSDC,,1.09,0.0%,0.0,0.1,0.6%,$0.00,"34,241,617",34.24M,37319166.0,0,-0.46676312237728385,-0.3520476072661073
902,Bitcoin on KatanaBTCK,,109322.0,0.0%,1.2,1.9,2.9%,"$150,926",340,340.28,37216154.0,1,-0.9184997513392437,4.0625070634953016
903,HegicHEGIC,,0.03446,0.3%,2.2,5.4,16.8%,"$12,031.64","1,077,684,725",1.08B,37144537.0,0,-0.13488445746594785,-0.3095099873453703
904,MonbaseCoinMBC,,0.1974,3.0%,14.4,21.8,63.7%,"$108,560","189,701,480",189.7M,37129126.0,0,1.416127974037613,-0.10329482811232303
906,XaiXAI,,0.0258,1.2%,1.5,11.5,41.6%,"$10,048,028","1,428,336,483",2.02B,36872982.0,0,-0.06705101979777328,-0.30501885747074375
907,Coin98C98,,0.03686,0.5%,0.5,7.7,21.3%,"$9,869,518","999,998,945",1B,36871378.0,0,-0.2488759974408199,-0.32765731639586765
908,NymNYM,,0.04494,0.0%,2.4,1.3,5.3%,"$2,036,715","819,124,028",1B,36806180.0,0,-0.20674241922575123,-0.31648236338109326
909,Fractal BitcoinFB,,0.421,1.0%,1.0,5.4,0.6%,"$3,766,280","87,246,475",134.49M,36809432.0,0,-0.2515027011032204,-0.32615920566505796
910,Looped HypeLHYPE,,39.14,1.4%,8.1,1.9,19.1%,"$136,505","937,866",937865.92,36761557.0,0,0.36040808249446077,-0.2350780021099581
911,WorthlessWORTHLESS,,0.03722,2.6%,0.4,83.5,6.1%,"$647,879","1,000,000,000",1B,36706371.0,0,1.4295876947818504,-0.15207867721536167
912,Baby Shark UniverseBSU,,0.2176,1.2%,5.3,25.2,20.9%,"$24,177,810","168,000,000",850M,36642325.0,0,0.607413129114378,-0.22081657233622215
913,PePeonTronPEPEONTRON,,0.03662,1.0%,3.2,7.4,12.1%,"$232,846","1,000,000,000",1B,36619244.0,0,0.006877227680799688,-0.2913085421179408
914,HoskyHOSKY,,0.073643,0.5%,0.6,12.0,30.9%,"$39,799.99","1,000,000,000,000,000",1000T,36440626.0,0,-0.14336891851037428,-0.3164280647245767
916,Mantle Bridged USDC (Mantle)USDC,,1.0,0.1%,0.2,0.2,0.1%,"$1,999,129","36,365,835",36.37M,36399886.0,0,-0.44505250630244103,-0.3494727476695209
915,DevvEDEVVE,,0.4157,0.1%,3.0,3.1,2.0%,"$283,871","87,389,949",120M,36341881.0,0,-0.10831742013184169,-0.304211513275216
917,SnowbankSB,,226.88,0.4%,3.4,2.0,11.0%,$274.33,"159,640",159640.03,36208141.0,0,-0.09519261727484318,-0.29223230751756135
918,Bonk Staked SOLBONKSOL,,215.0,0.0%,2.0,3.6,13.3%,"$319,808","168,377",168376.64,36205719.0,0,-0.19556300900991386,-0.3082429277871126
905,Kled AIKLED,,0.03618,3.3%,19.7,11.3,334.3%,"$1,307,418","999,811,485",999.81M,36171720.0,4,1.6974505373373727,-0.055302168579605876
920,Ankr Staked ETHANKRETH,,4539.28,0.0%,1.4,4.5,9.2%,$106.18,"7,962",7962.43,36143705.0,0,-0.257900081085244,-0.14062296139639904
921,Global Commercial BusinessGCB,,0.03006,0.1%,0.1,0.0,2.0%,"$17,698.43","1,201,844,746",1.2B,36123682.0,0,-0.4592074478710009,-0.3514776805902296
922,GearboxGEAR,,0.003606,0.5%,2.1,18.6,14.6%,"$1,533,571","10,000,000,000",10B,36061161.0,0,0.14943152920555894,-0.2805399895596634
923,哈基米 (Hajimi)哈基米,,0.03628,4.4%,21.2,5.9,-,"$11,297,794","1,000,000,000",1B,36059316.0,4,1.7229804628706586,-0.04731838291963302
919,SupraSUPRA,,0.001828,1.6%,1.0,15.7,32.7%,"$980,319","19,691,477,713",80.49B,36056675.0,0,-0.02206829519924202,-0.30245466831461015
924,DeriveDRV,,0.04203,0.0%,1.1,10.3,43.0%,"$147,659","856,969,827",1.5B,36016605.0,0,-0.13261300942750162,-0.31370598764434565
925,StrikeXSTRX,,0.0422,1.0%,0.9,10.3,18.0%,"$11,065.74","847,976,290",886.81M,36006996.0,0,-0.15205125244408454,-0.3164629288631391
926,AuroraAURORA,,0.05533,0.4%,6.0,10.8,27.8%,"$620,588","648,422,849",999.85M,35887095.0,0,0.35477713957241275,-0.24515436228781176
927,Gods UnchainedGODS,,0.09103,0.3%,1.8,0.5,19.6%,"$588,211","394,027,780",500M,35868140.0,0,-0.2828307717473129,-0.3270230161615814
929,Nobody SausageNOBODY,,0.03829,0.1%,0.1,22.5,27.7%,"$4,526,650","936,065,857",936.07M,35844483.0,0,0.04191333555053851,-0.2990532550630633
928,Simon's CatCAT,,0.055305,0.9%,1.5,11.0,26.6%,"$5,013,630","6,749,783,055,124",8.1T,35835554.0,0,-0.07813694801490595,-0.30664556451869196
930,Liquid HYPE YieldLIQUIDHYPE,,39.06,1.4%,8.0,1.7,19.1%,"$9,812.95","913,272",913272.38,35646900.0,0,0.3462885620117689,-0.23741906988792696
932,Celo DollarCUSD,,0.9999,0.0%,0.0,0.2,0.1%,"$3,892,170","35,553,466",35.55M,35550158.0,0,-0.4644502932455162,-0.3526023424789379
936,PropyPRO,,0.6149,2.1%,9.4,7.1,26.8%,"$12,274,795","57,896,591",100M,35547742.0,0,0.6028440217781704,-0.207127951062451
931,GradientsSN56,,11.81,4.1%,4.7,6.2,7.3%,"$138,773","2,989,457",2.99M,35426713.0,0,0.12593368199199068,-0.27352171141721354
933,Adventure GoldAGLD,,0.4049,1.2%,0.8,5.8,30.2%,"$7,362,686","87,410,001",92.81M,35424352.0,0,-0.2619660442530826,-0.3285927184732652
946,HuobiHT,,0.3138,7.2%,0.1,4.9,25.7%,"$364,834","109,395,689",109.4M,35419315.0,0,-0.3500450567676275,-0.34033493227297373
934,SingularityNETAGIX,,0.1235,0.0%,2.0,13.1,52.2%,"$59,563.88","286,158,636",363.44M,35332892.0,0,0.017253661824685355,-0.2950795953240478
935,AergoAERGO,,0.07473,1.0%,0.2,6.2,26.3%,"$5,363,192","472,499,996",500M,35331081.0,0,-0.31136725386449365,-0.3359712322005281
938,Standard Bridged USDC.e (Optimism)USDC.E,,0.9998,0.0%,0.0,0.0,0.0%,"$1,049,935","35,212,918",35.21M,35205513.0,0,-0.46888798473211224,-0.3532223098172017
939,AdsharesADS,,0.9013,0.3%,0.7,17.6,60.8%,"$1,162,139","38,742,016",38.76M,34919643.0,0,-0.008860872021914254,-0.3026145051619652
941,QkacoinQKA,,1.1,0.1%,0.0,0.6,14.2%,"$16,748.75","31,668,129",31.67M,34877966.0,0,-0.45550990633729704,-0.3519622908066763
940,Dialectic ETH VaultDETH,,3873.65,0.4%,1.1,4.1,-,"$197,456","9,000",8999.99,34875208.0,0,-0.29220084321598017,-0.17300216179297703
942,ElastosELA,,1.52,0.1%,0.8,6.0,26.3%,"$274,575","22,942,430",26.11M,34803027.0,0,-0.25748804395323077,-0.3283564016417297
943,Zeus Network zBTCZBTC,,109352.0,0.2%,1.5,0.9,3.1%,"$2,605,129",319,318.84,34792371.0,1,-0.9116633952759482,4.064431311525587
945,ynBNB MAXYNBNBX,,1140.9,0.7%,2.3,7.9,11.7%,"$10,021.29","30,423",30423.19,34710692.0,0,-0.07571918097767973,-0.2575203043579997
944,Lorenzo stBTCSTBTC,,107663.0,0.5%,0.8,2.4,3.8%,$224.87,322,322.02,34670010.0,1,-0.9368851115488469,3.990360703833947
947,Sceptre Staked FLRSFLR,,0.02697,0.4%,1.3,7.9,27.6%,"$1,354,283","1,278,963,713",1.28B,34601460.0,0,-0.16655753119691896,-0.3171867212057935
948,MEET48IDOL,,0.03802,1.6%,8.0,14.9,17.7%,"$19,257,602","902,400,000",4.8B,34381174.0,0,0.6405497001076237,-0.20872076296541386
949,Pocket NetworkPOKT,,0.01705,0.4%,2.5,16.1,41.8%,"$263,909","2,011,680,128",2.35B,34359358.0,0,0.13271221318310936,-0.28162758783891834
950,SagaSAGA,,0.1117,1.3%,1.3,15.4,48.6%,"$7,936,939","307,077,978",1.08B,34344154.0,0,0.0004901823144692194,-0.29978146750738793
954,PAAL AIPAAL,,0.038,0.0%,5.5,18.8,31.8%,"$7,894,391","897,491,581",1B,34102485.0,0,0.4844379237081818,-0.2341446435969837
951,TruFin Staked MATICTRUMATIC,,0.2099,0.8%,1.6,3.1,16.3%,$74.73,"162,362,730",162.36M,34079717.0,0,-0.24427827726998189,-0.32449199037682136
952,Staked Frax USDSFRXUSD,,1.17,0.1%,0.0,0.1,0.5%,"$191,720","29,247,294",29.29M,34078478.0,0,-0.4666075175586145,-0.35348182971906544
953,AvailAVAIL,,0.009625,1.0%,4.5,0.1,28.7%,"$3,599,777","3,531,031,035",10.65B,33985058.0,0,-0.02922570314589062,-0.2916344729214104
965,READY!READY,,0.03395,0.3%,3.7,8.3,115.7%,"$2,460,195","999,994,342",999.99M,33949048.0,0,0.07564687884299519,-0.28350940798977337
955,Velodrome FinanceVELO,,0.03201,1.4%,1.8,10.1,32.1%,"$6,061,244","1,058,147,138",2.25B,33892830.0,0,-0.06892950785850417,-0.30548110304263676
956,Uquid CoinUQC,,3.38,-,2.3,3.4,9.0%,"$39,614.32","10,000,000",40M,33826795.0,0,-0.16956684396669205,-0.31414172233050913
957,Hive DollarHBD,,0.9698,0.2%,0.9,2.3,3.4%,"$3,290.46","34,811,205",34.81M,33795326.0,0,-0.33012143053972937,-0.33609036409066556
958,Humans.aiHEART,,0.004325,0.1%,7.2,10.1,15.1%,"$356,938","7,800,000,000",7.8B,33757852.0,0,0.4559221748371431,-0.23121956755079182
959,AIntivirusAINTI,,0.03797,0.0%,0.0,0.0,0.0%,$0.00,"999,827,172",999.83M,37962864.0,0,-0.4690154071174277,-0.3520379190181077
960,My Lovely CoinMLC,,0.3961,0.3%,0.1,12.3,15.1%,"$802,633","85,022,803",230M,33674727.0,0,-0.18515285600635362,-0.3238230206411621
961,VaultBridge Bridged USDT (Katana)VBUSDT,,1.0,0.0%,0.0,0.0,0.0%,"$3,518,298","33,644,335",33.64M,33653940.0,0,-0.46881327235865,-0.3539105166767515
962,Infrared BGTIBGT,,2.03,0.5%,0.7,8.8,22.4%,"$364,275","16,540,493",16.54M,33616877.0,0,-0.20479308766995782,-0.323699075762866
964,PONKEPONKE,,0.06034,1.3%,1.4,7.4,32.4%,"$4,511,057","555,474,270",555.54M,33522820.0,0,-0.16792214404073705,-0.3174552099383457
971,HairDAOHAIR,,48.0,0.3%,0.6,8.3,27.5%,"$8,523.63","694,921",1.53M,33452773.0,0,-0.2258961191039254,-0.3244682913893387
966,ZircuitZRC,,0.01524,1.5%,0.1,5.8,33.5%,"$8,961,521","2,194,923,458",10B,33448144.0,0,-0.32990418108790875,-0.33911934626559603
963,Proprietary Trading NetworkSN8,,10.56,4.2%,4.1,9.4,9.2%,"$38,917.76","3,155,382",3.16M,33446375.0,0,0.13898849077696676,-0.27523492313342945
970,Swarm NetworkTRUTH,,0.01599,7.2%,1.3,27.7,-,"$4,286,176","2,085,305,300",10B,33350370.0,0,0.27447727280018885,-0.27149991156609476
967,xMoneyXMN,,0.1032,0.5%,107.1,94.3,-,"$5,526,958","321,968,378",10B,33262501.0,4,12.040833704383719,1.3401773444130654
968,DogsDOGS,,6.421e-05,4.6%,11.8,14.6,47.2%,"$33,484,819","516,750,000,000",550B,33259617.0,0,1.0032578770759064,-0.1576193729975316
969,Lava NetworkLAVA,,0.1055,0.1%,0.3,17.4,111.8%,"$737,881","315,276,979",971.8M,33251088.0,0,-0.05210779358083147,-0.30935905826605914
972,SMARDEXSDEX,,0.003559,0.1%,0.0,2.4,14.9%,"$374,310","9,304,463,386",9.97B,33115911.0,0,-0.4153303640301068,-0.34858410080313895
973,ChainflipFLIP,,0.4913,0.0%,0.3,4.7,25.6%,"$153,706","67,144,940",94.52M,32959638.0,0,-0.3349431860278818,-0.3391332180087353
974,XT Stablecoin XTUSDXTUSD,,0.9999,0.0%,0.0,0.0,0.0%,"$5,335,262","32,800,030",32.8M,32792201.0,0,-0.468771776155226,-0.35429275319039893
975,TradoorTRADOOR,,2.28,0.8%,3.1,10.8,8.0%,"$14,034,456","14,349,000",60M,32755416.0,0,0.07305433909924516,-0.2863679785068785
976,Nirvana ANAANA,,4.29,0.0%,1.3,1.3,9.3%,"$14,859.79","7,635,521",7.64M,32749289.0,0,-0.31348356978860226,-0.3332509886274886
977,CarrotCRT,,112.28,0.0%,0.0,0.1,0.7%,"$49,632.55","291,444",291444.5,32720879.0,0,-0.4671605647688186,-0.3496182172044021
979,Hyperbeat Ultra HYPEHBHYPE,,39.83,1.3%,8.3,3.3,18.6%,"$55,619.96","820,848",820848.16,32692185.0,0,0.4112189159228511,-0.23083294252937148
978,GoldfinchGFI,,0.3513,0.3%,3.3,9.5,29.1%,"$538,664","93,391,145",114.29M,32679476.0,0,0.06355456434904659,-0.2867625987694698
980,ReiREI,,0.03254,0.3%,1.2,12.4,47.7%,"$1,242,102","1,000,000,000",1B,32546514.0,0,-0.07595648501752035,-0.3089647438164772
981,Openverse NetworkBTG,,17.06,0.2%,7.4,68.1,-,"$62,155,888","1,900,000",20M,32412283.0,0,1.767074225149998,-0.09292130940309239
982,GlidrGLIDR,,1.16,0.5%,0.1,0.0,2.3%,"$105,559","27,955,000",100M,32364540.0,0,-0.45903272153438046,-0.3530996685138881
984,Apu ApustajaAPU,,9.582e-05,0.6%,6.5,24.4,34.6%,"$1,066,062","337,891,886,152",337.89B,32370648.0,0,0.7064351125955828,-0.20807231289002087
985,Keep NetworkKEEP,,0.05879,3.6%,4.0,5.5,20.5%,"$3,377.76","549,716,300",1B,32316763.0,0,0.04252336767933695,-0.28664269496039774
986,UsualUSUAL,,0.03075,1.3%,1.1,7.8,45.8%,"$9,591,027","1,048,664,296",1.47B,32274903.0,0,-0.18811136935783948,-0.3212047679400013
987,Nest Basis VaultNBASIS,,1.04,0.0%,0.0,0.1,0.7%,"$50,885.90","31,096,494",31.1M,32208333.0,0,-0.4665167401940651,-0.3543165752693824
988,TruFin Staked APTTRUAPT,,3.26,1.0%,3.3,8.7,25.7%,$196.23,"9,876,766",9.88M,32224092.0,0,0.04574315181589204,-0.28871605179899973
989,ZerebroZEREBRO,,0.03219,1.6%,2.9,18.7,68.0%,"$11,228,097","999,952,932",999.95M,32199407.0,0,0.22959928966298448,-0.27100746831912176
991,EnsoENSO,,1.56,0.1%,0.9,33.0,-,"$40,166,669","20,590,000",100M,32065310.0,0,0.3536917779554892,-0.2651352679758001
990,Camp NetworkCAMP,,0.01522,1.8%,2.9,14.6,60.6%,"$6,807,510","2,100,000,000",10B,32038495.0,0,0.13829423133239957,-0.28065492611725973
992,DolomiteDOLO,,0.07954,1.0%,1.5,7.8,37.0%,"$6,630,045","401,764,760",998.53M,31956653.0,0,-0.14921890654890896,-0.31583859797233893
993,ANyONe ProtocolANYONE,,0.3998,1.5%,0.1,22.2,3.3%,"$701,459","79,937,690",100M,31897026.0,0,0.03541997504959659,-0.3014902961573506
995,Yooldo GamesESPORTS,,0.21,1.4%,1.2,1.4,29.2%,"$7,031,811","151,800,000",900M,31880100.0,0,-0.32091121523794314,-0.3349433075917382
994,DODODODO,,0.03187,1.2%,1.3,11.9,28.2%,"$4,140,710","1,000,000,000",1B,31862296.0,0,-0.07733990115328056,-0.30905965108824346
997,Law BlocksLBT,,0.13,0.1%,0.1,0.0,0.9%,"$334,758","244,997,999",1B,31836443.0,0,-0.4590015590655429,-0.35337530921201293
996,Wrapped XPLWXPL,,0.3534,1.4%,6.3,24.7,-,"$16,302,827","89,868,520",89.87M,31778765.0,0,0.6937043743516809,-0.21037269476311046
998,Compound USDCCUSDC,,0.02524,0.0%,0.0,0.0,0.2%,$44.70,"1,257,658,914",1.26B,31746475.0,0,-0.4687159961131055,-0.35479576888077113
1000,Banana For ScaleBANANAS31,,0.003148,1.2%,1.3,12.2,40.9%,"$6,912,613","10,000,000,000",10B,31478794.0,0,-0.07063984257514597,-0.3085302722931015
1004,EGL1EGL1,,0.03231,0.6%,2.2,15.8,9.4%,"$12,647,595","966,096,396",1B,31428831.0,0,0.09701375407074243,-0.28775650548619336
999,Vanar ChainVANRY,,0.01606,1.5%,1.4,15.0,34.7%,"$3,721,648","1,957,065,081",2.04B,31419221.0,0,0.0014423367032428663,-0.3006405358365163
1003,Boba NetworkBOBA,,0.06331,0.8%,0.4,7.8,26.6%,"$5,343,857","493,599,306",500M,31298368.0,0,-0.25609999383589716,-0.3312710112296193
1002,Newton ProtocolNEWT,,0.1456,0.7%,0.6,6.1,34.5%,"$8,254,335","215,000,000",1B,31302428.0,0,-0.27452338943066723,-0.3324835055545701
1005,TCYTCY,,0.1488,0.2%,5.4,8.1,25.7%,"$314,549","210,000,000",210M,31245276.0,0,0.23655113810386855,-0.2617733382701609
1006,Laine Staked SOLLAINESOL,,239.64,0.3%,1.7,2.6,13.4%,"$2,726.31","130,356",130355.58,31238832.0,0,-0.24689047532972486,-0.3159201870728718
1007,DacxiDXI,,0.0006241,0.0%,1.3,15.3,7.2%,"$332,977","10,000,000,000",10B,34491744.0,0,-0.001743450345389373,-0.2999540133656887
1009,PolySwarmNCT,,0.01636,0.7%,1.7,3.5,23.7%,"$214,905","1,885,500,782",1.89B,30845948.0,0,-0.22549355502657223,-0.32362360962258496
1008,Celer NetworkCELR,,0.005461,1.1%,1.4,8.6,22.5%,"$2,033,518","5,645,454,936",10B,30832836.0,0,-0.1410665795751754,-0.315848026948457
1010,KujiraKUJI,,0.1191,0.5%,0.6,12.4,41.7%,"$1,750.82","122,342,246",122.37M,28541290.0,0,-0.1340802160457491,-0.31899587745555785
1011,Aria.AIARIA,,0.1671,0.5%,2.1,6.9,9.1%,"$55,808,950","183,000,000",1B,30594591.0,0,-0.11088198706788291,-0.31028309399495374
1012,Wrapped ZedxionWZEDX,,0.4991,0.3%,1.7,1.8,3.0%,"$1,156,602","61,274,618",4.51B,30584646.0,0,-0.26334510615953255,-0.3276903985786048
1013,HashflowHFT,,0.04931,0.9%,1.8,12.3,37.5%,"$10,111,947","618,263,231",1B,30470237.0,0,-0.01976762820206162,-0.301860510831638
1014,RadixXRD,,0.002534,0.1%,0.5,0.8,38.4%,"$320,218","12,021,683,200",13.27B,30454855.0,0,-0.4022397604625558,-0.346619505991806
1015,Origin TokenOGN,,0.04677,0.9%,0.6,8.1,19.5%,"$4,198,153","650,207,225",1.41B,30403627.0,0,-0.22993668039794365,-0.32821522182095303
1016,WalletConnect TokenWCT,,0.163,1.6%,2.8,3.1,42.1%,"$29,630,373","186,200,000",1000M,30374798.0,0,-0.1274673831966878,-0.3096211119827868
1018,PhoenixPHB,,0.5089,2.2%,1.4,7.8,0.3%,"$6,420,526","59,451,656",59.45M,30305742.0,0,-0.1588611517377257,-0.31792996107456684
1019,stake.linkSDL,,0.5351,0.5%,2.2,3.5,21.1%,"$15,354.67","56,560,124",100M,30296730.0,0,-0.17687323360458448,-0.3169646562901348
1020,ScrollSCR,,0.1594,1.5%,1.9,16.3,42.8%,"$9,931,086","190,000,000",1B,30282226.0,0,0.0790459221155257,-0.29122128184758594
1017,Hypurr FunHFUN,,30.36,0.4%,0.2,0.5,25.4%,"$227,247","996,152",996152.36,30267978.0,0,-0.43823921538489813,-0.35031192265657984
1021,Naoris ProtocolNAORIS,,0.05046,1.5%,10.2,6.2,19.7%,"$2,920,578","599,260,000",4B,30173087.0,0,0.6608164948830358,-0.20062579033063802
1022,Elephant MoneyELEPHANT,,0.076022,0.9%,1.1,6.1,6.2%,"$65,726.64","497,107,210,220,627",1000T,30135932.0,0,-0.2258700695033161,-0.32612199769464406
1023,Bridged Tether (Rainbow Bridge)USDT.E,,1.0,0.0%,0.0,0.0,0.1%,"$23,476.04","30,131,756",30.13M,30136751.0,0,-0.46864390781484466,-0.3554705991666215
1025,INFINITIN,,0.1335,1.2%,1.9,28.8,125.5%,"$20,209,108","228,333,333",1B,30106201.0,0,0.3574475340543709,-0.26210710255377856
1026,Lift DollarUSDL,,0.999,0.1%,1.0,0.1,0.1%,"$87,425.68","30,142,711",30.14M,30098554.0,0,-0.3692213951204477,-0.3414906061746868
1024,NeutronNTRN,,0.04927,1.1%,2.3,8.0,42.7%,"$976,204","610,955,618",999.73M,30094637.0,0,-0.06691996873387197,-0.30518789311030164
1027,"Not in Employment, Education, or TrainingNEET",,0.02997,0.8%,11.1,5.2,123.5%,"$2,107,969","999,805,336",999.81M,30021471.0,0,0.7260266419164145,-0.19064224191583276
1035,BugsCoinBGSC,,0.002715,2.7%,6.5,13.3,58.9%,"$14,364,999","11,079,975,739",29.44B,29970042.0,0,0.45933771878706664,-0.23506066762216202
1030,UranusURANUS,,0.2992,1.0%,35.0,23.2,15.7%,"$5,168,802","99,992,702",99.99M,29932685.0,4,3.449840547413993,0.18031350980576918
1029,OraichainORAI,,1.55,0.6%,6.1,8.9,30.3%,"$2,056,663","19,277,887",19.5M,29860801.0,0,0.3224626245836334,-0.25082834586876157
1036,CAT TerminalCAT,,0.02956,0.1%,0.4,14.4,4.9%,"$284,284","999,966,524",999.97M,29698974.0,0,-0.10903129020268969,-0.31656773282487616
1031,AvalonAVL,,0.1166,2.5%,4.9,10.4,22.6%,"$18,077,723","254,250,001",1B,29665171.0,0,0.23925495323374,-0.26398565092517157
1033,OasysOAS,,0.005426,0.1%,0.2,7.3,46.8%,"$664,811","5,463,535,423",10B,29651802.0,0,-0.28659480838178525,-0.335924105476942
1038,IncryptINC,,0.004582,0.3%,1.7,5.5,56.9%,"$131,776","6,459,600,000",21B,29650947.0,0,-0.18089306747951828,-0.3194832093667771
1034,Planet IXIXT,,0.1955,2.7%,14.4,34.5,51.3%,"$518,840","151,655,470",153.26M,29609021.0,0,1.6993373825478904,-0.07697012766802756
1037,SapienSAPIEN,,0.1184,1.8%,1.0,10.0,43.7%,"$5,882,647","250,000,000",1B,29566349.0,0,-0.1487036170385637,-0.3186409723704496
1028,SaucerSwapSAUCE,,0.03471,0.3%,0.2,15.8,35.0%,"$126,758","861,413,949",1B,29441201.0,0,-0.09727759594388703,-0.316164900019876
1039,ThenaTHE,,0.2506,0.4%,0.8,13.5,44.0%,"$8,265,570","117,376,855",267.25M,29396606.0,0,-0.09018484627535214,-0.3132895125321336
1040,ANDY ETHANDY,,2.938e-05,0.6%,3.1,19.8,41.7%,"$690,992","1,000,000,000,000",1T,29348901.0,0,0.2736740182024024,-0.2669514337682093
1041,EverlynLYN,,0.1404,1.1%,10.2,19.7,-,"$2,786,669","209,000,000",1B,29327792.0,0,0.961521129015703,-0.1694683523577921
1042,GXChainGXC,,0.3905,0.2%,0.8,2.7,8.3%,"$7,880.03","75,000,000",100M,29286920.0,0,-0.3307118879133561,-0.3385555511954455
1044,KusamaKSM,,10.67,0.9%,0.1,7.8,25.8%,"$12,643,567","1,949,595",20747.15,26048749.0,0,-0.285064299205515,-0.3373022489231761
1045,ShardusULT,,0.06651,0.1%,0.4,3.6,9.2%,$34.88,"439,556,760",1B,29234780.0,0,-0.34954068807875704,-0.34199515468652136
1047,Etherlink Bridged USDC (Etherlink)USDC,,1.0,0.1%,0.1,0.4,0.0%,"$2,173,555","29,198,989",29.2M,29200862.0,0,-0.4499709134759381,-0.3535751931207316
1046,My Neighbor AliceALICE,,0.3171,1.0%,3.6,22.4,2.4%,"$17,596,128","92,083,333",100M,29198389.0,0,0.38018200529084517,-0.2540515302599213
1049,zkSync Bridged USDC (zkSync)USDC,,0.9998,0.0%,0.0,0.0,0.0%,"$617,896","29,201,681",29.2M,29194716.0,0,-0.4685985445309142,-0.35588845575074785
1048,SuperRareRARE,,0.0356,0.9%,0.2,7.0,31.1%,"$7,530,375","819,553,453",1B,29157079.0,0,-0.29325258553802774,-0.33684297092840293
1043,BankrCoinBNKR,,0.0002913,0.9%,7.4,33.3,46.8%,"$1,953,037","100,000,000,000",100B,29134254.0,0,0.9922809363239526,-0.176335123684333
1050,CargoXCXO,,0.1741,0.1%,1.8,6.2,12.2%,"$13,746.67","167,160,148",215.12M,29112464.0,0,-0.15555872129494036,-0.3167040776261697
1051,Midas mTBILLMTBILL,,1.04,0.0%,0.0,0.1,0.3%,$172.84,"27,896,825",27.9M,29018245.0,0,-0.4663631266695093,-0.35573156901294994
1053,AutonolasOLAS,,0.1607,0.1%,1.0,0.8,27.8%,"$195,818","180,452,899",471.19M,28997746.0,0,-0.3535737141226114,-0.34037774868005655
1054,OHO BlockchainOHO,,0.001201,0.3%,1.6,2.1,3.2%,"$280,945","24,144,156,937",45B,28974138.0,0,-0.266302704118575,-0.32910047025463635
1055,MomofunMM,,0.003707,0.6%,2.6,8.7,16.3%,"$4,260,850","7,800,000,000",30B,28926167.0,0,-0.022115384662822486,-0.2999441568237333
1052,τemplarSN3,,9.67,4.2%,4.2,9.9,13.6%,"$33,758.68","2,978,303",2.98M,28907312.0,0,0.16006708765614663,-0.27473996397864475
1057,CaliberCAL50,,0.2877,0.0%,0.1,0.3,21.1%,"$5,386.79","100,000,000",100M,28770676.0,0,-0.4521733779520562,-0.35402818169375294
1056,TharwaTRWA,,0.004092,0.6%,4.4,29.1,38.6%,"$490,327","7,002,510,980",10B,28652975.0,0,0.6071834735652257,-0.22764768318418716
1059,Hylo USDHYUSD,,0.9983,0.0%,0.2,0.2,0.1%,"$968,365","28,669,016",28.67M,28636293.0,0,-0.4446786535847995,-0.3529164311956593
1058,Hypha Staked AVAXSTAVAX,,22.11,0.6%,0.5,11.2,43.8%,"$344,343","1,294,115",1.29M,28629410.0,0,-0.17065193667551404,-0.3222518213360931
1060,Maverick ProtocolMAV,,0.03783,0.8%,0.7,10.6,43.1%,"$2,920,209","753,995,104",2B,28558382.0,0,-0.16444982514781736,-0.32181905452536425
1061,Wrapped QUILQUIL,,0.03167,1.4%,8.5,1.9,9.6%,"$334,169","902,285,400",902.29M,28551011.0,0,0.39989852820649424,-0.23478635722720745
1062,EverscaleEVER,,0.01433,0.1%,2.1,17.9,16.8%,"$234,088","1,985,523,041",2.12B,28465726.0,0,0.13420720786816473,-0.2855434103395754
1063,Binance-Peg ZECZEC,,236.36,0.3%,14.5,3.0,-,"$1,101,793","120,000",120000,28396128.0,0,1.0062503478368563,-0.1402068443464614
