Rank,Name,Symbol,Price,Change_1h,Change_24h,Change_7d,Change_30d,Volume_24h,Circulating_Supply,Total_Supply,Market_Cap,Cluster,PC1,PC2
8,Lido Staked EtherSTETH,,3864.82,0.4%,1.0,4.6,7.8%,"$89,444,517","8,492,262",8.49M,32825563794.0,2,-1.869717867478609,14.37105478819358
12,Wrapped stETHWSTETH,,4703.07,0.4%,1.0,4.0,7.6%,"$43,032,098","3,216,282",3.22M,15140785772.0,2,-1.0361644310277374,6.5590940987692985
13,Wrapped BitcoinWBTC,,109056.0,0.2%,1.5,1.9,3.3%,"$332,361,634","126,774",126773.56,13825966182.0,2,-1.5518361222511368,10.172075546819489
14,Wrapped Beacon ETHWBETH,,4175.04,0.4%,1.0,4.1,7.8%,"$29,469,131","3,264,280",3.26M,13630285666.0,2,-0.9582626700814182,5.868108173703798
15,Figure HelocFIGR_HELOC,,1.0,0.0%,2.0,2.2,0.3%,"$608,993,172","13,193,441,797",13.19B,13194349735.0,2,-0.8591610638016042,5.516305618555761
17,Ethena USDeUSDE,,0.9991,0.0%,0.0,0.1,0.2%,"$431,994,913","10,928,814,184",10.93B,10918821985.0,2,-0.9907437732290891,4.474542365962546
18,HyperliquidHYPE,,38.87,1.2%,8.3,1.7,19.1%,"$701,637,003","270,772,999",999.84M,10525435593.0,2,-0.12967112034399103,4.419547438850008
19,Wrapped eETHWEETH,,4171.2,0.4%,1.0,4.1,7.7%,"$6,542,706","2,479,028",2.48M,10343945421.0,2,-0.7999929016340982,4.410266496135798
22,USDSUSDS,,1.0,0.1%,0.0,0.0,0.1%,"$21,890,654","9,130,174,547",9.13B,9125761271.0,2,-0.9066289855159549,3.6789797951921797
23,Binance Bridged USDT (BNB Smart Chain)BSC-USD,,1.0,0.1%,0.0,0.3,0.5%,"$3,313,620,324","8,984,993,296",8.98B,8984571111.0,2,-0.8931487700761557,3.6170542017556406
24,SuiSUI,,2.44,0.7%,0.8,8.9,27.6%,"$956,107,327","3,625,742,933",10B,8868054291.0,2,-0.6182569086795107,3.5965256724540517
25,WETHWETH,,3865.37,0.4%,1.0,4.2,7.9%,"$228,464,878","2,158,450",2.16M,8343282410.0,2,-0.6997248683837787,3.5107949455220195
27,LEO TokenLEO,,8.97,0.1%,0.1,7.0,5.4%,"$614,404","922,403,645",985.24M,8272686088.0,2,-0.6999754628096837,3.3186351428118774
28,Coinbase Wrapped BTCCBBTC,,109261.0,0.2%,1.6,1.8,3.2%,"$527,437,458","70,185",70185.36,7669312184.0,1,-1.2490212015908675,7.450615619066388
29,HederaHBAR,,0.1687,0.6%,0.2,6.7,24.4%,"$212,426,767","42,405,229,929",50B,7158048410.0,2,-0.6432149822463512,2.8245490023219624
31,USDT0USDT0,,1.0,0.0%,0.0,0.0,0.0%,"$530,500,025","7,117,582,146",7.12B,7109081277.0,2,-0.8095190243551611,2.784462285240175
32,MoneroXMR,,331.3,1.8%,8.1,3.7,13.4%,"$198,451,370","18,446,744",18.45M,6118225422.0,0,0.10602750852031745,2.4783593636313195
33,WhiteBIT CoinWBT,,41.72,0.2%,1.7,1.6,1.3%,"$108,357,908","144,118,517",321.5M,6012333884.0,0,-0.5560702760835696,2.3267608031995652
35,MantleMNT,,1.67,2.2%,3.5,9.4,5.2%,"$195,284,046","3,252,944,056",6.22B,5437307125.0,0,-0.1794923116489799,2.113083319872842
36,ToncoinTON,,2.12,0.3%,1.1,6.3,25.2%,"$151,126,005","2,520,418,485",5.14B,5330671603.0,0,-0.47666587452884407,2.0255300423147427
37,Ethena Staked USDeSUSDE,,1.2,0.0%,0.1,0.1,0.3%,"$70,432,286","4,420,632,110",4.42B,5292232833.0,0,-0.7100862449085253,1.9801998795867142
38,CronosCRO,,0.144,0.3%,0.8,8.9,32.2%,"$27,460,623","36,066,052,405",98.1B,5194824373.0,0,-0.4413656878538658,1.9671374736725664
39,DaiDAI,,0.9995,0.0%,0.0,0.1,0.0%,"$74,043,457","4,691,235,464",4.69B,4688527947.0,0,-0.6907340496434142,1.7110364585803837
41,ZcashZEC,,234.75,1.0%,13.7,1.2,376.9%,"$713,957,926","16,344,194",16.35M,3843306727.0,0,0.704715053392318,1.5366535919163902
42,MemeCoreM,,2.2,0.9%,1.2,10.7,8.4%,"$12,548,510","1,693,580,728",5.29B,3725834592.0,0,-0.29167430549707074,1.325344986941049
44,BittensorTAO,,373.45,4.1%,4.1,6.0,17.6%,"$268,078,840","9,597,491",21M,3591204222.0,0,-0.1100722606387193,1.309487141465405
45,sUSDSSUSDS,,1.07,0.1%,0.8,0.3,0.8%,"$42,435,414","3,218,569,054",3.22B,3450216771.0,0,-0.5488964645625933,1.1732524791480297
46,World Liberty FinancialWLFI,,0.1253,1.2%,0.5,12.2,39.1%,"$133,599,217","27,256,577,359",100B,3415460298.0,0,-0.31134549398698697,1.1814609372476481
47,OKBOKB,,162.55,0.3%,1.6,8.4,11.1%,"$85,571,493","21,000,000",21M,3410809608.0,0,-0.2897441701784371,1.1921913438642722
48,AaveAAVE,,220.7,0.6%,0.8,9.0,18.5%,"$454,132,322","15,256,711",16M,3367672306.0,0,-0.3523825721706699,1.1657851135150326
49,EthenaENA,,0.4637,0.3%,0.8,6.5,24.4%,"$463,515,052","7,156,250,000",15B,3318140369.0,0,-0.40445024079369796,1.1291242472495817
50,ChainOpera AICOAI,,16.51,0.3%,75.8,29.0,-,"$177,816,628","196,479,267",1B,3295880482.0,4,7.387154012881123,2.2047007487529102
51,Bitget TokenBGB,,4.59,0.2%,0.3,4.6,11.3%,"$75,022,719","699,992,036",919.99M,3213673010.0,0,-0.4903552471753672,1.0716335111358326
52,PepePEPE,,0.056839,0.7%,0.5,5.6,29.5%,"$445,019,333","420,690,000,000,000",420.69T,2876403974.0,0,-0.4323792276689671,0.9269405868237152
53,BlackRock USD Institutional Digital Liquidity FundBUIDL,,1.0,0.0%,0.0,0.0,0.0%,$0.00,"2,851,978,078",2.85B,2851865499.0,0,-0.6045196887715807,0.8961339096947633
54,PayPal USDPYUSD,,1.0,0.0%,0.0,0.0,0.0%,"$146,860,036","2,764,373,535",2.76B,2764325078.0,0,-0.6003043214804875,0.8573045269240476
55,NEAR ProtocolNEAR,,2.18,0.8%,1.0,6.7,28.7%,"$177,403,289","1,249,836,992",1.28B,2727270029.0,0,-0.35211439588620974,0.8703268732464728
56,Jito Staked SOLJITOSOL,,232.87,0.3%,1.4,2.8,13.7%,"$39,166,327","11,536,215",11.54M,2691863592.0,0,-0.39967464306726785,0.8602910829279004
57,USD1USD1,,0.9997,0.0%,0.0,0.0,0.0%,"$269,298,971","2,669,798,073",2.67B,2669239593.0,0,-0.595725632174236,0.8151284475041808
58,Ethereum ClassicETC,,15.65,0.7%,1.3,5.3,16.9%,"$65,053,420","154,022,116",154.02M,2410402100.0,0,-0.33895306333150915,0.7311778749144494
59,Binance-Peg WETHWETH,,3865.76,0.5%,1.2,3.8,7.2%,"$109,000,235","605,000",605000,2340017336.0,0,-0.4001193965230816,0.8498240445148468
60,AptosAPT,,3.22,0.8%,2.7,8.5,25.6%,"$356,553,332","718,147,007",1.18B,2308790562.0,0,-0.12665140153694615,0.712349807661012
61,OndoONDO,,0.7166,0.9%,0.5,6.3,23.7%,"$121,240,959","3,159,107,529",10B,2264820946.0,0,-0.3873431013824215,0.6573284849859603
62,Falcon USDUSDF,,0.9973,0.0%,0.2,0.3,0.1%,"$8,460,801","2,211,801,167",2.21B,2204950002.0,0,-0.5472483684294004,0.6126416310178114
63,Tether GoldXAUT,,4117.46,0.1%,1.8,3.3,8.1%,"$333,033,248","522,089",522089.3,2149695627.0,0,-0.3451752892641665,0.7826118254771021
64,Jupiter Perpetuals Liquidity Provider TokenJLP,,5.42,0.3%,0.8,1.4,4.0%,"$64,865,002","396,102,766",396.1M,2147949027.0,0,-0.46171349717393356,0.5983631359731783
65,AsterASTER,,1.01,1.0%,1.0,20.7,41.2%,"$683,832,744","2,017,700,000",8B,2046148109.0,0,-0.007509409604216208,0.6008582635383874
66,POL (ex-MATIC)POL,,0.1912,0.7%,1.4,2.8,16.4%,"$68,090,332","10,524,720,168",10.52B,2011998456.0,0,-0.36564178542355874,0.549378521201965
67,WorldcoinWLD,,0.8544,1.0%,2.0,9.5,35.6%,"$169,556,682","2,219,102,379",10B,1896167636.0,0,-0.15253307320125525,0.5219329850053579
68,GateGT,,15.81,0.4%,0.3,1.1,4.2%,"$2,508,422","117,344,474",300M,1854194318.0,0,-0.5029042373864279,0.4609006990244741
69,HTX DAOHTX,,0.051984,0.2%,0.5,3.6,14.0%,"$40,626,883","930,149,437,822,426",930.15T,1845510714.0,0,-0.42728108284215083,0.46500699566913334
70,USDtbUSDTB,,0.9992,0.0%,0.0,0.1,0.0%,"$1,036,486","1,830,625,960",1.83B,1828446851.0,0,-0.5530114717713819,0.4424203904966813
71,Provenance BlockchainHASH,,0.03523,2.9%,0.2,0.7,19.6%,"$2,747.33","50,254,570,521",100B,1814365830.0,0,-0.5195264893223659,0.44028984010304906
72,KuCoinKCS,,13.41,0.0%,1.1,5.5,13.2%,"$7,599,717","129,775,852",142.28M,1737585560.0,0,-0.32152662122105136,0.4303681024888825
73,Rocket Pool ETHRETH,,4416.43,0.4%,0.9,4.1,7.8%,"$10,000,865","389,866",389866.12,1722889142.0,0,-0.3959441521926957,0.5947954026290909
74,ArbitrumARB,,0.3086,0.9%,0.4,6.1,28.8%,"$169,605,921","5,509,691,911",10B,1700871803.0,0,-0.3743584125318137,0.4053236675784388
75,StoryIP,,5.2,0.6%,3.6,15.0,59.7%,"$40,076,540","321,885,644",1.02B,1675536365.0,0,0.13606943617125017,0.459111093977261
76,Pi NetworkPI,,0.2016,0.4%,0.1,3.5,26.9%,"$20,099,499","8,284,604,887",12.75B,1670960922.0,0,-0.4599813063366944,0.38185087766532105
77,Binance Staked SOLBNSOL,,202.63,0.4%,1.5,3.1,13.9%,"$4,673,085","8,121,167",8.12M,1646738976.0,0,-0.332779263585055,0.3975777227971741
78,Internet ComputerICP,,3.0,0.7%,0.4,11.3,30.8%,"$52,552,890","539,301,969",539.3M,1619225013.0,0,-0.2546303388983558,0.3813610466398701
80,Kelp DAO Restaked ETHRSETH,,4082.05,0.3%,1.1,4.5,7.6%,"$2,328,371","375,429",375428.71,1533832807.0,0,-0.35663206514948365,0.501184978887832
81,Cosmos HubATOM,,3.16,0.4%,0.1,6.1,24.5%,"$72,584,218","474,523,588",474.52M,1499657171.0,0,-0.3938431751822111,0.31205858804184144
82,VeChainVET,,0.01707,1.1%,0.2,7.7,25.6%,"$25,472,038","85,985,041,177",85.99B,1468959790.0,0,-0.346993844134888,0.303429236845866
84,Kinetiq Staked HYPEKHYPE,,39.08,1.4%,8.3,1.4,19.5%,"$38,588,184","37,475,944",37.48M,1464491641.0,0,0.2999613701108976,0.3997877401402769
83,StakeWise Staked ETHOSETH,,4080.04,0.4%,1.1,4.1,7.7%,"$6,429,366","358,881",358880.68,1464684016.0,0,-0.3621997054321579,0.4694984053274161
85,Wrapped BNBWBNB,,1094.22,0.7%,2.3,7.5,10.2%,"$1,077,572,027","1,277,081",1.28M,1397563221.0,0,-0.1499939012073166,0.3441754702166443
86,SkySKY,,0.05945,0.4%,2.1,1.4,10.1%,"$13,708,670","23,355,681,164",23.46B,1388774224.0,0,-0.2987752462473009,0.27930096685373196
87,Liquid Staked ETHLSETH,,4119.95,0.0%,1.2,5.2,8.8%,"$236,074","333,264",333263.88,1372346327.0,0,-0.3237575303876045,0.43409058463650513
88,KaspaKAS,,0.05118,0.8%,0.9,12.0,35.0%,"$56,582,455","26,777,148,611",26.84B,1370706446.0,0,-0.17846014740411775,0.27952630165505565
89,PAX GoldPAXG,,4119.45,0.3%,2.1,3.2,8.7%,"$499,930,676","330,979",330979.15,1363555929.0,0,-0.28040016724077166,0.4378875829518008
90,Lombard Staked BTCLBTC,,109447.0,0.1%,1.8,1.5,3.4%,"$10,286,106","12,227",12226.66,1338245117.0,1,-0.9324368864432105,4.6519387155346115
91,BFUSDBFUSD,,0.9996,0.0%,0.0,0.0,0.0%,"$15,118,901","1,320,000,000",1.32B,1319036661.0,0,-0.5307087946996429,0.2162331461368596
92,Pump.funPUMP,,0.003712,1.4%,1.2,2.6,35.6%,"$271,272,622","354,000,000,000",999.99B,1315195966.0,0,-0.35598033839031035,0.2370778635520756
93,FlareFLR,,0.01718,0.5%,0.8,8.7,27.5%,"$7,028,162","76,360,194,338",104.19B,1311839139.0,0,-0.25884040043891715,0.24433041002501443
94,Syrup USDCSYRUPUSDC,,1.13,0.0%,0.0,0.1,0.5%,"$8,937,389","1,158,004,918",1.16B,1310691714.0,0,-0.5280805391354818,0.21277045335002495
95,Pudgy PenguinsPENGU,,0.02037,1.5%,2.9,13.1,32.3%,"$248,181,309","62,860,396,090",79.77B,1280196166.0,0,0.0447840311457094,0.2694742405636909
96,RenderRENDER,,2.42,0.9%,1.3,11.2,33.6%,"$60,694,671","518,584,616",533.34M,1253664900.0,0,-0.1517771275614299,0.23134362501320954
97,Renzo Restaked ETHEZETH,,4104.98,0.4%,1.2,4.5,7.6%,"$1,586,194","296,818",296817.55,1218926727.0,0,-0.3318765447986644,0.3638033617553546
98,QuantQNT,,81.12,0.6%,0.4,8.2,12.1%,"$14,500,382","14,544,176",14.61M,1179820401.0,0,-0.3029477861039631,0.182358869732292
99,SeiSEI,,0.1884,0.7%,0.4,13.2,36.2%,"$100,033,964","6,248,888,888",10B,1177794233.0,0,-0.1910425705037536,0.18988461972299678
100,Official TrumpTRUMP,,5.78,0.4%,0.6,5.1,25.0%,"$278,525,597","199,999,973",1B,1154982046.0,0,-0.35093516226677496,0.1638262274012246
101,NEXONEXO,,1.14,0.3%,0.5,3.9,8.4%,"$9,913,554","1,000,000,000",1B,1144539301.0,0,-0.38685156287738204,0.1548288562349748
102,Binance Bridged USDC (BNB Smart Chain)USDC,,0.9998,0.0%,0.0,0.0,0.1%,"$485,754,586","1,138,999,880",1.14B,1138377141.0,0,-0.5220094290204964,0.13609991317513892
103,Solv Protocol BTCSOLVBTC,,108971.0,0.1%,1.2,1.6,3.5%,"$231,563","10,410",10409.98,1130081623.0,1,-0.9758527420941326,4.532449686255892
104,JupiterJUP,,0.356,1.1%,1.0,2.4,25.0%,"$34,075,491","3,165,216,667",7B,1127313020.0,0,-0.3708280926292276,0.15053498422203127
105,XDC NetworkXDC,,0.06224,0.2%,0.1,2.4,20.0%,"$39,296,597","17,752,439,814",38.03B,1105024559.0,0,-0.45722736433579364,0.12824983281988164
106,BonkBONK,,1.412e-05,0.6%,1.5,8.0,32.4%,"$180,594,887","77,419,592,329,437",88T,1093159602.0,0,-0.19586468653192016,0.15533191641417962
107,FilecoinFIL,,1.55,0.5%,1.4,3.0,31.8%,"$88,028,922","700,421,251",1.96B,1082937804.0,0,-0.31645764838433255,0.13780657683290895
108,First Digital USDFDUSD,,0.9975,0.0%,0.0,0.0,0.2%,"$6,227,513,690","1,002,781,131",1B,1000241085.0,0,-0.515357698012426,0.07482826490036355
110,MorphoMORPHO,,1.88,0.2%,3.5,3.7,4.0%,"$25,960,432","522,958,431",1B,981049559.0,0,-0.09185681389728827,0.12316437088139075
109,ImmutableIMX,,0.505,1.1%,4.0,8.0,26.0%,"$32,652,551","1,939,938,090",2B,980615672.0,0,0.052535683301088744,0.13984086068604232
111,Mantle Staked EtherMETH,,4162.15,0.6%,1.1,4.0,7.8%,"$1,808,238","231,002",231001.87,960535433.0,0,-0.3406074012117698,0.24894518648226882
112,Global DollarUSDG,,0.9999,0.0%,0.0,0.0,0.0%,"$22,599,664","957,551,283",957.55M,957403748.0,0,-0.5132949487384473,0.05582745485253949
113,Jupiter Staked SOLJUPSOL,,215.53,0.4%,1.4,2.6,13.6%,"$7,000,217","4,325,319",4.33M,932764107.0,0,-0.31932583067417736,0.07886181644006866
114,PancakeSwapCAKE,,2.7,2.1%,0.6,12.2,0.4%,"$205,505,531","342,134,776",356.84M,924219550.0,0,-0.1816788057564302,0.07792733718260737
115,Ripple USDRLUSD,,0.9996,0.0%,0.0,0.0,0.0%,"$96,128,582","898,497,012",898.5M,898233270.0,0,-0.5104456884666665,0.029581816914281796
116,Arbitrum Bridged WBTC (Arbitrum One)WBTC,,109098.0,0.4%,1.5,2.0,3.4%,"$185,064,402","8,098",8098.34,883340657.0,1,-0.926611558674923,4.433173055628069
117,SPX6900SPX,,0.9426,1.4%,2.4,19.4,12.5%,"$40,856,812","930,993,082",930.99M,877650709.0,0,0.15587612895283504,0.09879016498997731
118,FasttokenFTN,,2.01,0.0%,0.5,0.1,55.0%,"$21,576,551","433,517,468",870.74M,872909710.0,0,-0.45840799126930803,0.02550518365763259
119,clBTCCLBTC,,109243.0,-,1.1,3.6,2.8%,$9.31,"7,723",7723.22,843707183.0,1,-0.9287532259320261,4.419652535390882
120,InjectiveINJ,,8.33,1.0%,0.2,8.7,33.1%,"$78,087,524","97,727,220",100M,813708639.0,0,-0.2932161145572999,0.015455964624869012
121,CelestiaTIA,,0.9833,0.6%,1.2,8.6,34.2%,"$77,905,747","824,643,650",1.15B,810882689.0,0,-0.19807276502271462,0.027437088577765816
122,DoubleZero2Z,,0.231,0.6%,2.9,10.3,-,"$36,696,499","3,471,417,500",10B,803007059.0,0,0.005401097826381698,0.051281660048974505
123,Lido DAOLDO,,0.892,1.1%,0.2,3.2,21.2%,"$113,025,810","895,768,803",1B,799533880.0,0,-0.4149850695778997,-0.003975386813785167
124,Marinade Staked SOLMSOL,,250.81,0.3%,1.4,3.0,13.2%,"$15,572,381","3,138,229",3.14M,787647856.0,0,-0.30362577948713104,0.016846305857032944
125,OUSGOUSG,,112.91,0.0%,0.0,0.1,0.3%,$0.00,"6,965,746",6.97M,786512414.0,0,-0.503461682620006,-0.015241521931467227
127,StacksSTX,,0.4251,0.6%,0.3,7.3,29.7%,"$18,330,648","1,806,421,396",1.81B,767840712.0,0,-0.3124240840501556,-0.0071002128676396605
128,OptimismOP,,0.4285,0.7%,0.9,6.3,39.1%,"$122,974,463","1,778,634,390",4.29B,762324611.0,0,-0.2761138090561036,-0.003624201212080269
129,cgETH Hashkey CloudCGETH.HASHKEY,,3719.71,0.0%,1.8,3.8,7.5%,$47.96,"199,929",199929.02,742907014.0,0,-0.2640841289735245,0.14379857943089383
130,Superstate Short Duration U.S. Government Securities Fund (USTB)USTB,,10.87,0.0%,0.0,0.1,0.3%,$0.00,"68,255,345",68.26M,740901127.0,0,-0.5006974068676959,-0.039574082688801304
131,Curve DAOCRV,,0.5182,0.9%,1.4,8.0,24.7%,"$151,966,267","1,417,538,425",2.32B,734725690.0,0,-0.18832711814308323,-0.005010355498310335
132,Aerodrome FinanceAERO,,0.7838,0.5%,1.4,6.0,30.3%,"$42,025,084","906,149,029",1.77B,710508766.0,0,-0.2317053483023584,-0.020412254006910824
133,FLOKIFLOKI,,7.253e-05,1.1%,1.0,0.3,15.9%,"$108,993,918","9,658,676,145,352",10T,700490099.0,0,-0.39704316722337557,-0.04370514418925327
134,L2 Standard Bridged WETH (Base)WETH,,3867.4,0.4%,1.1,4.6,7.8%,"$1,106,665,831","180,625",180624.98,698557687.0,0,-0.312988892690271,0.12229701585912844
135,Ondo US Dollar YieldUSDY,,1.1,1.0%,0.1,1.3,1.6%,"$2,554,141","624,075,803",624.53M,689502000.0,0,-0.4617229072837367,-0.05858643340110162
136,Stables Labs USDXUSDX,,0.9981,0.0%,0.0,0.4,0.2%,"$52,463.33","683,708,220",683.71M,682369175.0,0,-0.49114251826355815,-0.06523262148394429
138,The GraphGRT,,0.06193,0.7%,0.6,7.5,26.7%,"$28,695,906","10,557,636,370",10.8B,653688263.0,0,-0.27331289124680735,-0.053152087793424084
139,Artificial Superintelligence AllianceFET,,0.2464,0.9%,2.2,16.2,58.9%,"$143,291,730","2,604,959,127",2.71B,642757273.0,0,0.0764836065078643,-0.015653195216029835
140,tBTCTBTC,,109022.0,0.1%,1.8,1.8,3.2%,"$31,627,208","5,880",5879.88,641115824.0,1,-0.8898208409362283,4.326339243253333
141,PlasmaXPL,,0.3535,1.1%,6.3,24.7,-,"$296,127,759","1,800,000,000",10B,636638571.0,0,0.6645783287888781,0.0579186044258841
142,Pyth NetworkPYTH,,0.1104,0.8%,0.0,8.8,27.8%,"$34,911,415","5,749,983,058",10B,634650147.0,0,-0.3017596545636143,-0.06681663100283178
143,Arbitrum Bridged WETH (Arbitrum One)WETH,,3865.23,0.4%,1.0,4.2,7.9%,"$517,200,549","163,705",163704.85,632929516.0,0,-0.32844452458513645,0.09078927289722603
144,KaiaKAIA,,0.1071,0.6%,1.6,3.6,29.1%,"$28,602,923","5,856,641,747",5.86B,627488975.0,0,-0.26171664783823884,-0.06011609408822081
145,TezosXTZ,,0.5902,0.8%,1.1,4.3,15.7%,"$16,645,059","1,062,825,881",1.08B,627332363.0,0,-0.29471854970873895,-0.06541303387104262
146,SonicS,,0.1629,0.5%,1.3,13.9,35.3%,"$73,172,308","3,784,775,845",3.89B,616275442.0,0,-0.06093922097777517,-0.0451614715213956
147,GTETHGTETH,,3870.77,0.4%,1.2,4.1,7.8%,"$175,699","153,820",153820,595401369.0,0,-0.3094566913004004,0.07688511383423177
148,Stader ETHxETHX,,4142.81,0.4%,0.9,4.1,7.8%,"$189,789","143,457",143456.86,594316019.0,0,-0.340076615596678,0.08320863477658427
149,BeldexBDX,,0.07867,0.0%,0.3,0.5,9.6%,"$11,478,473","7,477,040,237",9.94B,588026485.0,0,-0.4552092802231837,-0.10275359406183454
150,USDaiUSDAI,,1.01,0.0%,0.2,1.5,1.2%,"$3,315,841","578,430,005",578.43M,586904969.0,0,-0.44260837212803417,-0.1022544997434306
151,IOTAIOTA,,0.1417,0.7%,0.3,4.4,17.8%,"$11,199,395","4,100,247,683",4.73B,581210892.0,0,-0.3680228238134621,-0.09666587262513536
152,ABAB,,0.00691,0.2%,0.3,6.1,17.4%,"$16,002,600","83,324,047,604",98.82B,575766102.0,0,-0.32989844168854177,-0.09511608983471764
154,ConfluxCFX,,0.1077,0.7%,0.9,5.5,26.7%,"$20,635,063","5,147,361,750",5.72B,554388408.0,0,-0.2839163436813931,-0.09773753809066667
153,Ether.fiETHFI,,0.9829,0.4%,3.1,16.8,34.3%,"$72,101,433","563,915,015",998.54M,554400521.0,0,0.18157121874692475,-0.04102670276358747
155,Theta NetworkTHETA,,0.5527,0.7%,0.7,4.2,26.3%,"$24,315,682","1,000,000,000",1B,552496722.0,0,-0.3322193053023934,-0.10434751653285017
156,Usual USDUSD0,,0.998,0.0%,0.1,0.1,0.0%,"$2,770,044","552,410,845",552.41M,550860695.0,0,-0.4817720191059458,-0.12288875343889412
157,Polygon PoS Bridged DAI (Polygon POS)DAI,,1.0,0.0%,0.0,0.0,0.0%,"$59,411,427","539,645,838",539.65M,539553273.0,0,-0.4931740359528078,-0.12951407649391677
158,PendlePENDLE,,3.16,2.1%,0.8,5.3,35.2%,"$53,660,459","168,722,230",281.53M,533617021.0,0,-0.29710676001736935,-0.10867163965551745
159,SarosSAROS,,0.201,1.6%,9.5,21.4,50.2%,"$7,320,824","2,624,999,826",10B,528518630.0,0,0.9073090449896771,0.04629079489713311
160,Polygon Bridged USDC (Polygon PoS)USDC.E,,0.9999,0.0%,0.0,0.0,0.0%,"$37,884,233","523,733,190",523.73M,523544278.0,0,-0.49240314815218994,-0.13661502185578894
161,Coinbase Wrapped Staked ETHCBETH,,4255.75,0.4%,1.2,4.7,7.8%,"$7,515,729","122,916",373334.08,523184630.0,0,-0.29475908359872505,0.06172728135588376
162,DashDASH,,41.71,1.0%,5.8,13.1,98.1%,"$84,463,211","12,460,467",12.46M,520251604.0,0,0.3630071131297977,-0.026016811094937607
164,JasmyCoinJASMY,,0.01068,2.1%,9.2,1.1,16.7%,"$70,108,416","48,419,999,999",50B,518066915.0,0,0.4265451142019531,-0.00989175622570089
163,MYX FinanceMYX,,2.71,0.2%,2.6,12.4,72.4%,"$38,597,694","190,768,940",1B,517676338.0,0,0.03673890460589072,-0.0744044010199859
165,Swell EthereumSWETH,,4262.58,0.4%,1.1,4.0,7.1%,"$77,139.58","121,323",121326.48,517180612.0,0,-0.3198173444155574,0.056327489447516935
166,Trust WalletTWT,,1.23,0.6%,1.2,11.7,2.2%,"$36,624,398","416,649,900",1B,514492805.0,0,-0.1147605010380039,-0.09677959802641717
167,StarknetSTRK,,0.1185,0.7%,0.3,2.8,0.5%,"$34,399,386","4,318,575,355",10B,512076425.0,0,-0.40032793924303567,-0.13106879477765712
168,Avalanche Bridged BTC (Avalanche)BTC.B,,109278.0,0.2%,1.4,1.6,3.5%,"$48,794,725","4,666",4665.64,509923322.0,1,-0.9282600301250624,4.272464381398072
169,Mantle Bridged USDT (Mantle)USDT,,1.0,0.1%,0.3,0.1,0.4%,"$3,037,293","508,533,781",508.53M,508235184.0,0,-0.4602807629675931,-0.1390429362467887
170,The SandboxSAND,,0.2071,0.7%,0.6,5.1,24.6%,"$35,811,343","2,445,857,126",3B,506677974.0,0,-0.31968611108966233,-0.12395917215396186
171,dogwifhatWIF,,0.5041,1.2%,1.2,8.6,36.7%,"$202,450,744","998,926,392",998.93M,503571946.0,0,-0.1832720464196536,-0.10889276205709218
172,Ethereum Name ServiceENS,,15.14,0.6%,0.2,7.1,28.2%,"$56,377,380","33,165,585",100M,502336806.0,0,-0.31389471416283776,-0.126118991908756
173,Virtuals ProtocolVIRTUAL,,0.7698,0.2%,0.7,4.3,30.3%,"$12,140,962","655,785,263",1B,501779727.0,0,-0.32755117490308133,-0.12660124779757376
174,Steakhouse USDC Morpho VaultSTEAKUSDC,,1.1,0.0%,0.0,0.1,0.4%,$0.00,"453,383,756",453.38M,500631668.0,0,-0.489073241708819,-0.14654055735944188
175,GALAGALA,,0.01074,0.8%,0.5,7.7,30.3%,"$65,406,576","46,304,497,637",46.3B,497319293.0,0,-0.27104797618359155,-0.12342233293463296
176,Binance-Peg DogecoinDOGE,,0.1935,1.1%,1.3,3.1,19.1%,"$7,890,625","2,564,586,310",2.56B,496397861.0,0,-0.2956984251276158,-0.12355608729273661
177,TrueUSDTUSD,,0.9988,0.2%,0.1,0.1,0.1%,"$19,053,496","494,515,083",494.52M,493919633.0,0,-0.4790301188758075,-0.14814546858531222
178,BitTorrentBTT,,0.064975,0.1%,0.4,3.1,17.9%,"$13,518,062","986,061,142,857,000",990T,490422740.0,0,-0.38288415899025724,-0.13859866103792756
179,USDDUSDD,,1.0,0.0%,0.0,0.1,0.1%,"$3,772,335","480,792,514",480.79M,480804249.0,0,-0.4881179278533571,-0.15533921607873713
180,ether.fi Staked ETHEETH,,3860.39,0.4%,1.4,4.0,7.9%,"$61,671.04","122,842",2.8M,474361054.0,0,-0.28635885659684446,0.025298477205787633
181,Mantle Restaked ETHCMETH,,4166.74,0.5%,1.3,3.9,7.7%,"$9,580,632","112,028",112027.82,466791052.0,0,-0.2996459260087418,0.03264381344022624
182,RaydiumRAY,,1.74,0.1%,1.0,9.6,38.1%,"$44,664,644","268,149,540",555M,465528050.0,0,-0.1786142484488405,-0.12613504056988695
183,SwissBorgBORG,,0.4676,1.6%,0.5,6.5,10.3%,"$1,269,471","982,252,443",982.25M,459824925.0,0,-0.29597076557692586,-0.1428375091925854
184,BENQI Liquid Staked AVAXSAVAX,,23.87,0.6%,0.5,12.3,43.8%,"$1,475,497","19,165,990",19.17M,457619383.0,0,-0.1668204671292669,-0.12932950713255617
185,Arbitrum Bridged Wrapped eETH (Arbitrum)WEETH,,4167.28,0.4%,1.2,4.1,7.4%,"$811,681","108,179",108178.74,450941430.0,0,-0.3041507831885357,0.024726017270850564
186,Aster Staked BNBASBNB,,1155.46,0.5%,2.5,7.5,10.2%,"$251,708","388,335",388334.7,448785320.0,0,-0.08520918406566684,-0.07144987856478548
